review-data href,audience-reviews__name href,audience-reviews__name,audience-reviews__duration,audience-reviews__review,button--link,audience-reviews__image-avatar src,super-reviewer-badge
https://www.rottentomatoes.com/profiles/GPdI0kcKwFe6h8NTwpuMXFK9SeeCQKfLyhVMfjRHRRCzRiYKIkqHw2HllCZdIepIjzsgGcYYCdOcwvHkJcvMTm1TGYFx2uZYiJVH8Yiv6Czj,https://www.rottentomatoes.com/profiles/GPdI0kcKwFe6h8NTwpuMXFK9SeeCQKfLyhVMfjRHRRCzRiYKIkqHw2HllCZdIepIjzsgGcYYCdOcwvHkJcvMTm1TGYFx2uZYiJVH8Yiv6Czj,Rich S,"Jan 8, 2021","It's one superb movie through the 45-minute first act and it follows up with another act that is good, but just not up to the standard of the first. The first-act climax shouldn't be the movie's defining moment. Otherwise, it's a tremendous film.",,,
https://www.rottentomatoes.com/profiles/62rsW8IY1ugmuBdh6RirRFGdf9j,,,"Jan 2, 2021","Full Metal Jacket finds the perfect balance of humor and disturbing realism. With powerhouse performances from Matthew Modine, Vincent D'Onofrio, and R. Lee Ermey, this movie packs a big punch, mostly due to the amazing direction of Stanley Kubrick.",,,
https://www.rottentomatoes.com/profiles/yrXFY9IjPuKzFz4fP9TqJfAGSjy,,,"Dec 21, 2020","My favorite film, one of the best films I've ever seen, thank you Kubrick for showing us this brilliant...no...amazing movie! Hope you rest in peace, with your other successes.",,,
https://www.rottentomatoes.com/profiles/kOZFdYIqPuJ4IoAibOixVFQoiDV,,,"Nov 24, 2020",There are maybe 4 or 5 movies about war a man must absolutely watch before dying: this is one of them.,,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/42osVbHk8TLOhXpsxeH9zfLbfPPC1ytgDuv8SlvFyyC8oi8bhdqsqyFyyCdBIrPFnRumkIOOCGKSoDTKphbpIOaTBDHG4IbZfdkuBRTyZuMm,https://www.rottentomatoes.com/profiles/42osVbHk8TLOhXpsxeH9zfLbfPPC1ytgDuv8SlvFyyC8oi8bhdqsqyFyyCdBIrPFnRumkIOOCGKSoDTKphbpIOaTBDHG4IbZfdkuBRTyZuMm,Cameron C,"Nov 21, 2020",One of the greatest war films ever made. Kubrick directed this movie well,,,
https://www.rottentomatoes.com/profiles/RkXFJQIlxuYXunRS40IQrfBruAR,,,"Oct 11, 2020","The first half of the movie is OK, and then the second half is like watching an entirely different movie, we have put some emotional effort into the characters for most of them not to show up again! It's actually kind of disappointing.",,https://graph.facebook.com/v3.3/4b234fcd-bd94-4626-baf9-dc6cf02e4d91/picture,
,,,"Oct 7, 2020",Not for everyone but covers the subject in an very interesting and stylish way from start to finish. It proves the point that soldiers are normal people.,,,
https://www.rottentomatoes.com/profiles/WYdF8WID9uGps9XFW6s89SRBFGN,,,"Oct 2, 2020","One of my favorites. A two part movie about training in boot camp and then action in Viet Nam. Humor, drama, suspense. A must see classic!",,,
https://www.rottentomatoes.com/profiles/RkXFJQIlxuYXunZH4euQNuBjsAy,,,"Sep 25, 2020",I really dont want to say anything but its a must watch if you love cinema and if you want to see R. Lee Ermey brillant performance in this film. Much Love.,,,
https://www.rottentomatoes.com/profiles/X6dCY4fAyIBZS1YCe8F8ouAxIRp,,,"Sep 20, 2020",Full Metal Horrorshow.,,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/kOZFdYIqPuJKuokfbpFxeSQqHDR,,,"Sep 6, 2020",im certainly on board with anyone who calls this a masterpiece...it was okay.,,,
https://www.rottentomatoes.com/profiles/JByTYdiv6I4XsVPiKQT4QHAbubbC0quYNCDjS1wsaaCwNiJ8TgXIJKfmmCWgFo6HL6Fnju66CQkTBOHY9CaRIr1H9ASVWh9KSavsXvCbAsgd,,,"Sep 1, 2020",Ok war movie by Stanley Kubrick.,,,
https://www.rottentomatoes.com/profiles/kOZFdYIqPuJKuoNSbnhxmhQMsD1,,,"Aug 27, 2020","This is my 2nd favorite War film of all time (1st being ""Saving Private Ryan""). This film is great. The acting, and the war sequences were amazing in this film. This is definitely my favorite Stanley Kubrick film and one of my favorite films of all time.",,,
https://www.rottentomatoes.com/profiles/nx2FDwIpXuG6fwOTaPTojHdeiAv,,,"Aug 24, 2020","Yeah, this movie's a masterpiece and a half, I enjoyed this movie quite a bit by the way.",,,
https://www.rottentomatoes.com/profiles/kOZFdYIqPuJ4IoxFbRIxKfQoiDb,,,"Aug 20, 2020","Amazing movie and very fun to watch. First half was humorous, second half has suspense. I think a good idea would be a sequel set decades later about Pvt. Joker or Animal Mother replacing Gny. Sgt. Hartman's job as the Senior Drill Instructor",,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/ANMH64sGjhJBfpXs6ZsYXikocaaC2oTxvHqlfkWIaaCyriWPh6mivpt11C8ASgbuxpIZbT99CrnfO4FYxtbxHpNIeMC6aSLWsv1tRlhmVhaJ,,,"Aug 3, 2020","Must see war movie of this era, just like Platoon.",,,
https://www.rottentomatoes.com/profiles/kOZFdYIqQhJnFoAibRIxbHQoiDR,,,"Jul 22, 2020","Great, Great and Great moviee 10+++",,,
https://www.rottentomatoes.com/profiles/wLOs6etmPhxRfLYhN2t0GHmycVVCbzuKbS9xIbRs66CQoi8zSPKid0tBBCrBuLzSM9sqKu99CYACRbFDGiM6sZku8yhkAIqmIbxSP4HvDIb1,,,"Jul 14, 2020",One of the all-time great war movies.,,,
https://www.rottentomatoes.com/profiles/zWoS4DHY1TjpF6zIJPhWKfNwummC1JFoZieNhBgHqqCzNiKdS02i2zFvvCkDIxGuNahMOuAACQBiBmTKJIxnfP8HXRFm0hWXiBMFbJIL4hDg,https://www.rottentomatoes.com/profiles/zWoS4DHY1TjpF6zIJPhWKfNwummC1JFoZieNhBgHqqCzNiKdS02i2zFvvCkDIxGuNahMOuAACQBiBmTKJIxnfP8HXRFm0hWXiBMFbJIL4hDg,steve d,"Jul 12, 2020",One of (if not the) greatest war films of all time. Powerful and it really has something to say.,,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/9XNFBnIMzu1rSw0sqnIGOHbjs8X,,,"Jul 4, 2020",Must see. one of the best War movie I have seen.,,,
https://www.rottentomatoes.com/profiles/oryFDrTJpT9YhNGSerhaDiZ2f6o,,,"Jul 2, 2020","The 2nd best war film I've ever seen (first being Fury), and has terrific acting from everyone and great war elements to it. Definitely Stanley Kubrick's best movie.",,,
https://www.rottentomatoes.com/profiles/LrOFxGIl4uP2iYQFJYINaToMfvM,,,"Jun 8, 2020","Great pacing, characters, action, cinematography. Balances out some the depressing themes in the Vietnam War with some dark humor. The fun '60s music spices things up perfectly. Robert Lee Ermey is a legend and is the most iconic and quotable drill sergeant ever. Might be my favorite Stanley Kubrick film so far.",,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/LrOFxGIl4uPQIYDiJ9iNwhoMfvY,,,"Jun 5, 2020","My 2nd favorite War film of all time (1st being ""Saving Private Ryan""). This film is great. The acting, and the war sequences were amazing in this film. This is definitely my favorite Stanley Kubrick film and one of my favorite films of all time.",,,
https://www.rottentomatoes.com/profiles/RkXFJQIlvhY2Hn8u4euQkTBxSA4,,,"Jun 4, 2020","One of the most raw war films to be made. No nicely wrapped ending or fluffy bits. Full Metal Jacket is what Platoon could have been without the self-importance. But then, Oliver Stone is no Stanley Kubrick.",,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/wLAu6mumeSxGSLeHMDuvpuoOSVe,,,"Jun 3, 2020","Quality filmmaking, but also very cold, sterile, without much of a human touch. Kubrick's take on Vietnam is filled with amazing cinematography, great performances, and an anti-war message. The movie almost feels like two separate films with one showing the boot camp experience and the psychological toll is can take on recruits. The second is about the experience of soldiers in Vietnam. You never feel too invested in the characters, as little is fleshed out about who they are and why we should care. It ends on a somewhat anti-climactic and melancholy note, showing the pointlessness of war and the cost it takes in human lives. My main gripe is that it never truly ""feels"" like we are in Vietnam, due to the fact that it was shot in England with only a few imported palm trees to maintain the illusion. Too much gray and not enough green jungle to really make it look like Vietnam rather than a set in near London. Still a well made film and worth your time.",SHOW MORE,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/KKkFkAIKou6bhgMF80T91IkDH4k,,,"Jun 2, 2020",This movie was really good!!! My favorite part of the movie is the training scenes and the jelly doughnut!!! Also my favorite part is the sergeant!!! He cracks me up every time!!! I thought Matthew Modine as Private Joker was great and he knew what he was doing!!! He alo made a great narrator throughout the movie!!!,,https://graph.facebook.com/v3.3/18df0739-7ffd-457e-9d81-6a85ccab822e/picture,
https://www.rottentomatoes.com/profiles/erbCyDuGRSxbTNPUPbIeyuweHXXC1ohNZFbRswDhDDClLiXDcoXcwrT11C4JIMkTKpFqbhWWCjPhLkTR0uKvTyrI1dfxYTvWfDqhQxt60fQq,https://www.rottentomatoes.com/profiles/erbCyDuGRSxbTNPUPbIeyuweHXXC1ohNZFbRswDhDDClLiXDcoXcwrT11C4JIMkTKpFqbhWWCjPhLkTR0uKvTyrI1dfxYTvWfDqhQxt60fQq,Reverse c,"May 24, 2020","Well-developed characters gets killed off in the first half, the second half feels wasted, its genre is more of comedy than action or drama.",,,
https://www.rottentomatoes.com/profiles/Oy8FdKIgeIraIwAflphBRSMbhkG,,,"May 14, 2020","A stark and uncompromising look at the Vietnam war, with a hyper-sense of realism and extremely impactful imagery. It's pacing gets a tad sluggish and the second act pales in comparison to the first but the movie is a masterpiece regardless.",,,
https://www.rottentomatoes.com/profiles/BQ8FKGIeLugNsrwT9rhAoI1lhV9,,,"May 2, 2020","Great performances, shocking and fun story, incredible cinematography and hard but realistic storytelling. This, Kubrick's one of the best works, is also one of the best war movies ever made.",,,
https://www.rottentomatoes.com/profiles/z6gtqVIROFjghdAumqtWMuDxfmmC4aSoasejuBOsqqCzNi16I0oS2pSvvCkDIx0HNKHBPHAACQjsBYiOetxRTPAhX1trwtWVSBNub8FL4hDk,https://www.rottentomatoes.com/profiles/z6gtqVIROFjghdAumqtWMuDxfmmC4aSoasejuBOsqqCzNi16I0oS2pSvvCkDIx0HNKHBPHAACQjsBYiOetxRTPAhX1trwtWVSBNub8FL4hDk,renaldo d,"Apr 14, 2020","Watching Vincent D'Onofrio's performance in this film, should be mandatory for many actors",,,
https://www.rottentomatoes.com/profiles/2dOFWPIZgun0T9Mse0igoH1VFxP,,,"Apr 7, 2020","""Born to kill"", this movie is not just about the war like the typical war movie and its cliches we've all seen but the psychology behind it. The first half of the movie it's a pleasure to watch with that darkly comic, the screenwriting is sensational, this film caught you since the opening scene with the original soundtrack.",,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/yBlHYrTqduKNizkFPgiQghABTjjCYeIeofzkTpBu66CjAiBOhZyfNmhzzC6gT4vfqdFLgcxxClRC4Ku8RcBauWvCrYuBjS1WUwLfOmi2pH9D,,,"Mar 24, 2020","Intense, iconic, and darkly hilarious at times. Stanley Kubrick's brilliant Vietnam war drama follows PVT. Joker, a USMC war correspondent for 'Stars&Stripes', through boot camp and eventually, through his war. There are the Kubrick themes. The duality of man. ""The Jungen thing, Sir!"" As Joker put it. I could talk about it for a long time. Almost as long as Apocalypse Now. And this film is a classic, right up there with that picture it's a must see. Music is used to good effect here and the whole film is very memorable. A mark of a great film is how memorable it is. The next day after watching this, I remembered everything. Especially the first act. R.Lee. Ermy. The Drill Sgt. Wow. What a performance. He steals the entire first act. Such a powerful and funny performance. All in all, it's a must see. Gunnery Sgt. Hartman: ""Well it looks to me like the best part of you ran down the crack of your momma's ass and ended up as a brown stain on the mattress! I think you've been cheated!""",SHOW MORE,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
,,,"Mar 24, 2020",Great War movie about US Marines and Vietnam.,,,
https://www.rottentomatoes.com/profiles/Oy8FdKIgourVSwjFlqIBLTMjskR,,,"Feb 22, 2020","Visually stunning as expected with Kubrick, but does not carry the same level of firepower throughout. -Go",,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/KXRf6mUQnu6gSGeiw0I9whNBF44CB1uXOI8WhzxIggCLMiA2CxzT8whwwCZAuDNuoDIOehwwCewsODFewsj1h1KHNRFxPuO2tYBuQdunAIzd,https://www.rottentomatoes.com/profiles/KXRf6mUQnu6gSGeiw0I9whNBF44CB1uXOI8WhzxIggCLMiA2CxzT8whwwCZAuDNuoDIOehwwCewsODFewsj1h1KHNRFxPuO2tYBuQdunAIzd,Daniel N,"Feb 4, 2020","Part of the heavy and exhausting process that the Marines had to go through, with a emotional and well constructed escenario.",,,
https://www.rottentomatoes.com/profiles/kOZFdYIqPuJ0TodsbnhxVFQLFDb,,,"Jan 20, 2020",A classic movie fundamental for pop culture.,,,
https://www.rottentomatoes.com/profiles/gyzFaliZ8uP1uxdh8vhNmhm0uDa,,,"Jan 8, 2020","Never underestimate Stanley Kubrick's ability to reach out of the screen and play with your brain like some cosmic Rubik's cube. It's a comedy, it's a tragedy. It's two short stories in one. It's a hilarious look at the shortcomings of men. It's a poignant and timeless allegory of the horrors of war. It's an investigation into enemies at home and enemies abroad. I guess he was trying to suggest something about the duality of man, sir.",SHOW MORE,,
https://www.rottentomatoes.com/profiles/yrXFY9IjPuKkTzBHPgiqauAXIjY,,,"Jan 5, 2020",Rest in peace. You will be missed.,,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/KKkFkAIKou6Yigxh8lI9whkvS4x,,,"Dec 23, 2019",Absolutely thrilling movie. The two parts of the movie are equally iconic and great,,,
https://www.rottentomatoes.com/profiles/qA0FO1IpVulwiRgHzBs9GHkzTzk,,,"Dec 14, 2019",One of my personal favourite Vietnam War films R Lee Emery performance in this film was powerful.,,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/oryFDnIJgu94iNGSeGFakfZXi6m,,,"Dec 13, 2019","A true cinematic masterpiece. Each and every scene has so much thought and emotion into it. Just randomly pause the movie at any point in time and not only is it visually stunning, but that still image also provides such a story. Dark humor, realism, social truths that are still relevant today, and scenes that will stick with you until you are old and grey. The best Vietnam, or might I say war movie, of all time.",SHOW MORE,,
https://www.rottentomatoes.com/profiles/WYdF8WIDOiGDS9AHW6s8JhRBFGe,,,"Nov 27, 2019","The greatest Vietnam-War movie of all time. I never thought another movie could beat Apocalypse Now in that right, but sure enough. WOW.",,,
https://www.rottentomatoes.com/profiles/nx2FDgipNsGPiwafaziopfd2IAg,,,"Oct 13, 2019","A must see for all War movie buffs. Portrays war as it should be portrayed, no heroes only killers. Stanley Kubrick was a genius.",,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/1KkFeOIxjIpvux6h6PsdAS2VsQG,,,"Oct 4, 2019",Semper Fi GSGT. Emrey. R.I.P,,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/1KkFeOIx6upbHxlI6qFdAS20hQ1,,,"Oct 1, 2019",Gunny Ermey is nothing short of amazing in this film. A lot of scenes that bring out the tension and will get your attention.,,,
https://www.rottentomatoes.com/profiles/jkjSGOhp6HALfjbSdwfn4sBns0J,,,"Sep 27, 2019",Great movie. Second half seems a little slow in the beginning but quickly picks it up in the end in the sniper sequences. Both endings of the halves are drawing parallels of each other. Very impactful movie on the dehumanization of individuals during the war.,,,
https://www.rottentomatoes.com/profiles/qA0FO1IpXIlzIRGfzyH9GHknhzV,,,"Sep 14, 2019",One of my favorite and one of the best war movie of all time. Kudos to Stanley Kubrick.,,,
https://www.rottentomatoes.com/profiles/wLAu6MimwixbsL0uMeTvwSoVFVl,,,"Aug 19, 2019","I know people rave about their loooove of Kubrick but I can never understand why. He's obvious, clumsy and heavy handed in the way he delivers his messages and conveys emotion in films. His films in their entirety are the equivalent of the Bill Shatner acting method. If he thought something was important it needed LOUD MUSIC, and if a person was going crazy they needed to look straight at the camera from under their brow in a menacing fashion. This movie is one that embodies all of these characteristics and then some. If you want to be a person who feels smart by quoting a bad movie then by all means use this one. But if you'd rather go with a movie that was done better, had a clearer message, and is much less embarrassing to quote, go with Platoon or Apocalypse Now. But stop pretending like Kubrick was good at this. He wasn't.",SHOW MORE,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/qA0FO1IpVulosRgHzgF9LfkmSzV,,,"Jul 28, 2019",Full Metal Jacket means well but ultimately it's a paler less focused Platoon/ Saving Private Ryan rip off.,,,
https://www.rottentomatoes.com/profiles/qA0FO1IpVulosRGfzku9LfkaszJ,,,"Jul 24, 2019",A true modern art masterpiece,,,
https://www.rottentomatoes.com/profiles/GPgF09HKlueAs8NTwnTMvfKVTeD,,,"Jul 15, 2019","Well-researched, enjoyable film about war, whether you can relate to it or not.",,,
https://www.rottentomatoes.com/profiles/0x0FmzIAyIZmFnafpmi64S4xie1,,,"Jul 10, 2019","Yet another great film from Kubrick. This movie skillfully examines the psychological effects of war on soldiers, and is one of the best war movies of all time.",,,
https://www.rottentomatoes.com/profiles/RkXFJQIlxuY2Hn8u4zHQrfB8FA6,,,"Jun 22, 2019","Strong opening with the training process. However, not a very compelling story and is weaker towards the end. Not many standout performances other than R. Lee Ermey's character as the drill sergeant.",,,
https://www.rottentomatoes.com/profiles/LrOFxGIlwIP8FYQFJnHNXIoxIvo,,,"Jun 13, 2019","It's hard to evaluate this film on it's own merits when considering the fact that one of the greatest directors of all time, Stanley Kubrick, made it and I recently saw The Deer Hunter (1978) and Apocalypse Now (1979). I will try to do that however as I still feel that divorced from the specter of those two elements this film doesn't completely work. I wasn't as disturbed as I should have been and I felt that a lot of the acting aimed for the sort of over the top pastiche that became iconic in a lot of Kubrick's other films but didn't quite reach it. It's not on the level of Barry Lyndon (1975) or A Clockwork Orange (1971) but it's unfair to ask for that level of quality with most films. This isn't a much watch unlike Kubrick's other work and I would recommend that you watch most of his other films before venturing to see this one. Private Joker, Matthew Modine, and Gomer Pyle, Vincent D'Onofrio, go through boot camp under the tutelage of Gunnery Sergeant Hartmann, R. Lee Ermey. Hartmann proves to be extremely tough and he turns all of the recruits against Pyle due to his being overweight which causes him to be physically and emotionally abused and ultimately commit a violent act. We jump forward to 1968 in the second half of the film as we see Joker become a journalist for The Stars and Stripes who write military propaganda. His relatively carefree life is interrupted when an attack on his marine base and he and other writers are left to defend themselves amongst the rubble. Eventually they discover that the sniper who murdered one of their friends is just a little girl but Joker is still pushed to kill her at her own request. The scenes in the film that work best are, in my opinion, those that come in the second half of the film. The first half felt like it was stealing from Catch-22 (1970) and MASH (1970) with the satirical elements it incorporated and while Ermey's performance is deserving of it's iconic status I felt he was a touch overused. The second half settled down a little and chose to satirize propaganda and then show the dark effects of the war on innocent people. I was emotionally impacted by the scenes that feature people being devastated by warfare and while other films show death and destruction better Kubrick at least shows he can make a film in which he is emotionally engaged. This may be a controversial opinion because I understand that a lot of people are big fans of the first half while they think the second drops into mediocrity, I would still tend to disagree. I suppose another thing I felt was missing from this film was an interesting visual style. Every other Kubrick film looks amazing and you feel as though the director has focused each shot intensely in an attempt to execute his outlandish vision. Cinematographer Douglas Milsome also worked on three of Kubrick's other films so he clearly knows how to make a film look beautiful but this film just looks sort of blah. Even Platoon (1986) looks better than this film and I have many problems with that film relating to how the director deals with the material he is working with. Not every film needs to look incredible to be affecting but a large part of the reason why Kubrick films are so brilliant are their visuals and you expect to see something new and exciting on the screen every time you watch one of his films. In the end I would say that this film is worth watching even if it's not a masterpiece because it's still post Paths of Glory (1957) Kubrick and we should treasure his work as he only provided us with a few great films but truly great ones at that. I am going to watch the only Kubrick film I have not seen this afternoon and I hope that it is better than this film but if it were on the same level I would still be able to appreciate it in some ways because it would still be better than most films.",SHOW MORE,,
https://www.rottentomatoes.com/profiles/nx2FDwIpXuGDHw0haeIojHdMSAM,,,"May 22, 2019","Would've gotten a 5 star rating if the 2nd half of the movie(In Vietnam) was as good as the first. Ermy nailed the role as a drill sargent. The movie is unique as a war film because none of the other ones show how boot camp really was in those days. It's a great look at how the military molds young kids into killer soldiers. The second half it kinda felt like Kubrick didn't know what to have the characters do. Still it was entertaining, and actually really funny.",SHOW MORE,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/GPgF09HKRIeQf8aSwGsMKsKRIeK,,,"Apr 21, 2019",Kubrick Vietnam war movie a masterpiece,,,
https://www.rottentomatoes.com/profiles/gyzFaeIZXIPpFxwI8AsNoIm0uDa,,,"Apr 9, 2019","Classic Kubrick film. Disturbing and genius. People who say they don't like or don't get the second half do not understand this film or truly appreciate it. The second half does not make sense in some ways because WAR does not make sense. That is the entire message of this film. R. Lee Ermey definitely gives the most memorable performance in this film as drill instructor Sgr. Hartman. While it is difficult to choose a favorite Kubrick film, this is definitely in my top three!",SHOW MORE,,
https://www.rottentomatoes.com/profiles/Oy8FdKIgeIrwuwQIlzTB4IMjskA,,,"Apr 8, 2019","Stanley Kubrick knows how to make good movies, that really aren't special. The first half of this movie was amazing. The drill sergeant, fantastic. The script and set-up, couldn't have been better made than this. This part was realistic and gripping at the same time. The second half though, was boring and forgettable. Severely lacking in action, character, and poignancy. It should have stopped when it was ahead. I recommend watching the first half and skipping everything else.",SHOW MORE,,
https://www.rottentomatoes.com/profiles/dQZFe9ImLILVFzqhDjfkJFXRHK8,,,"Apr 6, 2019","The second half might not be as fun and insane as the first, but if you keep watching, you will find yourself enjoying it.",,,
https://www.rottentomatoes.com/profiles/kOZFdYIqmIJnFoDHbzuxJIQefD4,,,"Mar 10, 2019","In my humble opinion, this has the greatest opening sequence to a film. Ever.",,,
https://www.rottentomatoes.com/profiles/2dOFWPIZRInDI9JTeVHgMF1msxJ,,,"Mar 10, 2019","Kubrick depicts the raw reality of being a marine during both training and real action. Soundtrack, dialogue, occasional irony and action manage to keep you hooked up until the very end.",,,
https://www.rottentomatoes.com/profiles/qAXSXPTGoFl1FNacz1h9NTkmSzzC9jT6RiM9HwGummCkniYrhGwTRlSXXCpMuazFojiaPfPPC1Jia1Iw9IXWi9wiZpHbGtAZUO4I1OhO2Flm,https://www.rottentomatoes.com/profiles/qAXSXPTGoFl1FNacz1h9NTkmSzzC9jT6RiM9HwGummCkniYrhGwTRlSXXCpMuazFojiaPfPPC1Jia1Iw9IXWi9wiZpHbGtAZUO4I1OhO2Flm,andy f,"Feb 7, 2019","Full Metal Jacket set the standard for most contemporary war films. It doesn't have that much of a plot per se, but it is full of extremely memorable and startling moments. The horror is softened (or enhanced) by a great soundtrack.",,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/80XfleIwNINLIMXI61hzWFd0heL,,,"Feb 5, 2019",A great war movies. The Drill Sgt. makes this movie. A must see.,,,
https://www.rottentomatoes.com/profiles/8Q4tMoiW4hqacB2I6AFrotjQceeCMat9JhqaSvZuGGCokiW1uzdIAoCllCavug2hnysy8FAAC9qiRltvyHmNTVBhNOIa0IKzf2yijlizKCgX,,,"Feb 1, 2019","The best thrilling movie ever made! With the best movie quote ever spoken: ""What is your major malfunction, numb nuts?""",,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/KKkFkAIKaI6kIgxh81H9kskaF4P,,,"Jan 28, 2019",Few people know how to great psychos like Kubrick. Pyle maniac smile still disturbs my core.,,https://images.fandango.com/cms/assets/5d84d010-59b1-11ea-b175-791e911be53d--rt-poster-defaultgif.gif,
https://www.rottentomatoes.com/profiles/KKkFkAIKaI6kIgns86h9Xikdh4o,,,"Jan 20, 2019","One of my favorite all time war films, one reason why its one of my favorite wars films is because of its even handedness, even though the film is from an American soldiers perspective the ugliness of both sides of war is clear to see. Another reason I really like this film is its unapologetic dark humor and memorable characters.",,,
https://www.rottentomatoes.com/profiles/apdFrDHynHKjurKhJmizxhPaH2b,,,"Dec 18, 2018","Outstanding, unforgettable.",,,
https://www.rottentomatoes.com/profiles/r8kFO9IAOhGmudmFqyIVmSGXuZB,,,"Dec 4, 2018","Not a fully realistic war film, but director Stanley Kubrick is highly effective at getting his points across.. Hyper realism.. Hilarious first act, hyperreal second act.",,,
https://www.rottentomatoes.com/profiles/LrOFxGIlwIP0fYlTJxSNbuoPuv9,,,"Nov 24, 2018","Full Metal Jacket was Kubrick's take on war and what it entails. Divided into two stories this is one hard hitting film. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out. (A master's outlook on war presented on film).",SHOW MORE,,
https://www.rottentomatoes.com/profiles/YkdFGvH9ji2pugBIPMHDJI1mS6b,,,"Nov 13, 2018",This is essentially two movies. The first half set in a military boot camp is very entertaining and honestly really funny with the drill sergeant Hartman absolutely carrying the whole sequence with his stellar performance. The second half is set in Vietnam and is a lot darker with some unconventional filming that makes this half feel very surreal. The first half is a solid 10/10 and the second is a 8/10.,SHOW MORE,,
https://www.rottentomatoes.com/profiles/1KkFeOIxjIplfxzs6pidXI2zfQG,,,"Nov 12, 2018","Stanley Kubrick was already a legend when he made Full Metal Jacket- a war movie. The film is divided into two parts. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out. (Kubrick's masterful direction makes Full Metal Jacket a must see).",SHOW MORE,,
https://www.rottentomatoes.com/profiles/Oy8FdKIgeIrGTwNulzTBlFMjskA,,,"Nov 12, 2018","A fantastic and thought-provoking film about ""the duality of man"". ""Full Metal Jacket"" is yet another representation and demonstration of Stanley Kubrick's incredible attention to detail and mastery of genre.",,,
https://www.rottentomatoes.com/profiles/0x0FmzIAyIZ1fnpipMu6ji4aTeP,,,"Nov 8, 2018","Stanley Kubrick was already a legend when he made Full Metal Jacket- a war movie. The film is divided into two parts. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out.",SHOW MORE,,
,,,"Oct 24, 2018",My favorite Stanley Kubrick film besides 2001 and The Shining.,,,
