review-data href,audience-reviews__name href,audience-reviews__name,audience-reviews__duration,audience-reviews__review,button--link,audience-reviews__image-avatar src
https://www.rottentomatoes.com/profiles/OG8tdzfgbSrwuwjFlauzMtkDckkC81Hd0IWoTrli22CNniDdU4vsP0HKKC9lsGoiKRtRjCGGCknSLBukQhlAColCrlIW0u0qHmbhqysadubn,https://www.rottentomatoes.com/profiles/OG8tdzfgbSrwuwjFlauzMtkDckkC81Hd0IWoTrli22CNniDdU4vsP0HKKC9lsGoiKRtRjCGGCknSLBukQhlAColCrlIW0u0qHmbhqysadubn,sussy i,"Dec 27, 2024",This movie is old still feels my new. the sets used in this movie were super realistic. I loved this movie is i am also a aoe2 fanboy,,
https://www.rottentomatoes.com/profiles/qx0CX9fpwTlwiNMUzku9qhkLHzzCZNu6php1uw0hmmCkniYrhZ9sRNfXXCAYFazFo4saRhPPCo2CawfwbTXGH9efZpHqkhwWTXnFVotO2Flm,https://www.rottentomatoes.com/profiles/qx0CX9fpwTlwiNMUzku9qhkLHzzCZNu6php1uw0hmmCkniYrhZ9sRNfXXCAYFazFo4saRhPPCo2CawfwbTXGH9efZpHqkhwWTXnFVotO2Flm,Malik D,"Dec 27, 2024",A MASTERPIECE period.,,
https://www.rottentomatoes.com/profiles/jkOfdLFGviARhjWFdBTpqcjzu00Ca6tn8cXNuVjSLLCWbidaSzwiQYuDDCAnIGqFkgso8TXXCOZc9QHPwhmAHMJCnpFNWiBXH9WSq1uAwFwn,https://www.rottentomatoes.com/profiles/jkOfdLFGviARhjWFdBTpqcjzu00Ca6tn8cXNuVjSLLCWbidaSzwiQYuDDCAnIGqFkgso8TXXCOZc9QHPwhmAHMJCnpFNWiBXH9WSq1uAwFwn,Erwan L,"Dec 27, 2024","Just saw it for the first time in theaters. I now understand the reputation this movie has. A brilliant film overall, unliked its successor.",,
https://www.rottentomatoes.com/profiles/DGZSbdtn4f2AHDRh9jsvjheKuLLC1ltMmhZdT0lfQQC8OiwjFgLf4oH00CwdId6FpdcRKuBBC1Wu9jT18fXxudRcwnhgwTLbSzbTX4I6ehLl,https://www.rottentomatoes.com/profiles/DGZSbdtn4f2AHDRh9jsvjheKuLLC1ltMmhZdT0lfQQC8OiwjFgLf4oH00CwdId6FpdcRKuBBC1Wu9jT18fXxudRcwnhgwTLbSzbTX4I6ehLl,Joshua K,"Dec 26, 2024",A beautiful movie with strong acting. A must see.,,
https://www.rottentomatoes.com/profiles/1K0TWBfznuplfxzs6oS0ZU2JHQQC2Mu9VcJjf4dsNNC2xiBzszYIWyTvvCMBuJRTK2FndtzzCGXUzmhmJI0YiyWCO2upaIRKTR9upRtvBI49,https://www.rottentomatoes.com/profiles/1K0TWBfznuplfxzs6oS0ZU2JHQQC2Mu9VcJjf4dsNNC2xiBzszYIWyTvvCMBuJRTK2FndtzzCGXUzmhmJI0YiyWCO2upaIRKTR9upRtvBI49,Katie B,"Dec 23, 2024",My personal favorite movie.,,
https://www.rottentomatoes.com/profiles/GenF0lHGRhenF8rf2eFMXFKpfeeCQpTL0SVNHjZiRRCzRiYKIkKswxsllCZdIekFj8hZMIYYCdYFwGug2Ivrhm8FGbFx2uZVSJDi81hVMhzN,https://www.rottentomatoes.com/profiles/GenF0lHGRhenF8rf2eFMXFKpfeeCQpTL0SVNHjZiRRCzRiYKIkKswxsllCZdIekFj8hZMIYYCdYFwGug2Ivrhm8FGbFx2uZVSJDi81hVMhzN,Jason P,"Dec 23, 2024","Far too many movies these days lean into action and violence as their attraction. While this film has its share of violence, it feels reflective of the time and includes the necessary amount. The entire cast is wonderful but Crowe and Phoenix could not have been a better fit for these roles. The story is very human and brutal at the same time. Power, betrayal, perseverance and love are woven together to create a an epic film that is difficult to beat. One of my favorites of all time.",SHOW MORE,
https://www.rottentomatoes.com/profiles/kKASdPS4mCJXs91fbzuNJFQpTDDCNvH1mHnkuomsrrCZqiW2CNVIJXSggCrKIdJc1vcKguPPCKATaXuRoFdwIbqCZkH9giwlCLnuPGsWYS89,https://www.rottentomatoes.com/profiles/kKASdPS4mCJXs91fbzuNJFQpTDDCNvH1mHnkuomsrrCZqiW2CNVIJXSggCrKIdJc1vcKguPPCKATaXuRoFdwIbqCZkH9giwlCLnuPGsWYS89,Brayden G,"Dec 23, 2024",I was entertained by this movie,,
https://www.rottentomatoes.com/profiles/lxViYBsgLTyXcwOFjXS8aTPdfooCpzImxCypCVwuQQCzkixYCLvhZ2uppCrZILNHAKFlaTnnC6YTzlI4qF8ocnPCVJulbu9Rs4gtV1ckWhRG,https://www.rottentomatoes.com/profiles/lxViYBsgLTyXcwOFjXS8aTPdfooCpzImxCypCVwuQQCzkixYCLvhZ2uppCrZILNHAKFlaTnnC6YTzlI4qF8ocnPCVJulbu9Rs4gtV1ckWhRG,Matt W,"Dec 19, 2024","I think this is my favorite movie of all time. Even 20+ years after it was released, it's still epic. I remember going to see it 3x when it came out. I'd guess I've seen this film 40 or 50+ times.",,
https://www.rottentomatoes.com/profiles/LrJIxkug1uPJSYQFJQuAdCoOivvCZPsWZi4VSVgC99CAYiYeIr6FyrtmmCydIn2F28szahPPCJKuqLTWbsqACg8fJqFg8Fn8hBQIMnsQRTLn,https://www.rottentomatoes.com/profiles/LrJIxkug1uPJSYQFJQuAdCoOivvCZPsWZi4VSVgC99CAYiYeIr6FyrtmmCydIn2F28szahPPCJKuqLTWbsqACg8fJqFg8Fn8hBQIMnsQRTLn,Fritz J,"Dec 19, 2024","I am surprised I didn’t review this movie on here but, this is one of my all time favorite movies. The action, the writing, the cinematography everything about this movie is like literally perfection to me. Like you had a all star cast just play out one of the best revenge stories ever, I could not recommend this movie enough.",,
https://www.rottentomatoes.com/profiles/OyBidbskeFjqubvujatBlFMWFkkC8xSd0IWgh06T22CNniz0s4LHPwIKKC9lsbJuemIRaIGGCkrfnmcm6tYouAyiozFWkIDzfmyfmpcjJfbp,https://www.rottentomatoes.com/profiles/OyBidbskeFjqubvujatBlFMWFkkC8xSd0IWgh06T22CNniz0s4LHPwIKKC9lsbJuemIRaIGGCkrfnmcm6tYouAyiozFWkIDzfmyfmpcjJfbp,Shaun R,"Dec 17, 2024","Yes, we are entertained. Is this the greatest film ever? It’s definitely up there. Russell Crowe is almost unassuming, yet has the presence that few actors can dream of. The scene where he single handedly takes out the gladiators in the arena is up there with the all time great movie scenes.",,
https://www.rottentomatoes.com/profiles/1KZHeAuxLipbHolF6Du09t2JHQQC2Mu9GCJNuBrsNNC2xiBAhPGSWRHvvCMBuaMujyh16hzzCG8c9JUngi0VTyWCOQibmsROFxpTpNFvLs4r,https://www.rottentomatoes.com/profiles/1KZHeAuxLipbHolF6Du09t2JHQQC2Mu9GCJNuBrsNNC2xiBAhPGSWRHvvCMBuaMujyh16hzzCG8c9JUngi0VTyWCOQibmsROFxpTpNFvLs4r,Joshua V,"Dec 16, 2024",Gladiator review I love all the fight scenes and action scenes and how bloody it is that it I don’t care for story I am ready for sequel 4 star 8 out 10 star 80 out 100 star,,
https://www.rottentomatoes.com/profiles/vqYc9yFWMipBhgoIWqi6zfAdHWWCjyTMyuZOTmvfppCY9ijxHO2IAnIqqCyLurlflouzaIooCXrFmGHgbIn6uNAsxLSMKuP1FgBieBTWku40,,,"Dec 14, 2024","It is pure genius. The acting performance in this film are amazing, Phoenix especially, so. The fight scenes are well choreographed the plot is interesting and is and emotional and dramatic movie that will have you entertained to the end.",,
https://www.rottentomatoes.com/profiles/Wpvc8OuDGsGvF9rTW4IoqtRDsGGCanhwjSPgFPVUbbCexi8VIJdSWYueeC6wFpnSmXFpof11CYdSlbsVRIlpukRIJecbeib2cavuOxFldSoa,https://www.rottentomatoes.com/profiles/Wpvc8OuDGsGvF9rTW4IoqtRDsGGCanhwjSPgFPVUbbCexi8VIJdSWYueeC6wFpnSmXFpof11CYdSlbsVRIlpukRIJecbeib2cavuOxFldSoa,Eoin K,"Dec 14, 2024","Amazing Movie, must see! Absolute classic, and so Iconic! Great songs, great plot, and you learn some history!",,
https://www.rottentomatoes.com/profiles/zWPi41iR6fjvT6KfmYFyqFDMhmmC4BfoAheOfBOsqqCzNiKAs0oS2VuvvCkDIx8sYBtMQIAACQYTZjfKWijRIYQIXaCmwuWJHgMIPJTLVSmj,https://www.rottentomatoes.com/profiles/zWPi41iR6fjvT6KfmYFyqFDMhmmC4BfoAheOfBOsqqCzNiKAs0oS2VuvvCkDIx8sYBtMQIAACQYTZjfKWijRIYQIXaCmwuWJHgMIPJTLVSmj,Troy Minh C,"Dec 14, 2024",Absolute classic of a film.,,
https://www.rottentomatoes.com/profiles/ryJcpRcA6ipmt1pcQNhVesYKtZZCrAtlYCRofZ6tGGCZQiPvIwQu9zFmmCmDuX4SgksbGCggC4biYjcvetDaUm2sZgurgS1lSVmSDbFxYcyo,https://www.rottentomatoes.com/profiles/ryJcpRcA6ipmt1pcQNhVesYKtZZCrAtlYCRofZ6tGGCZQiPvIwQu9zFmmCmDuX4SgksbGCggC4biYjcvetDaUm2sZgurgS1lSVmSDbFxYcyo,thiago s,"Dec 13, 2024","Filme legal, o roteiro é bacana, as cenas de ação são bacanas, a história contada é legal, mas acho que o filme torna um pouco chato por ser muito longo, gostei da batalha final entre Russell crowe vs joaquin phoenix no estádio coliseum, com Russell crowe vencendo.",,
https://www.rottentomatoes.com/profiles/KXkIkKfQoCjxIgAi81Hq1FNdI44CB1uXOIyWurkIggCLMiAoHxWi8whwwCwyuDLIomhOVuwwCZquVzsjYIoqc1rsN8CxPuQkIGDuQbINBSzd,https://www.rottentomatoes.com/profiles/KXkIkKfQoCjxIgAi81Hq1FNdI44CB1uXOIyWurkIggCLMiAoHxWi8whwwCwyuDLIomhOVuwwCZquVzsjYIoqc1rsN8CxPuQkIGDuQbINBSzd,Nicholas h,"Dec 12, 2024",An epic story and superbly cast and acted! Russel Crowe killed it!,,
https://www.rottentomatoes.com/profiles/NwbcDptBeHmxFzeCpJudysqnsbbCAOidZsv6iZGIRRCv9ideI8vijxhGGCRAI4JsrLFjNh99CjrujWf8OIkGf9YtKRHwNIwys6GFajcBxFGp,https://www.rottentomatoes.com/profiles/NwbcDptBeHmxFzeCpJudysqnsbbCAOidZsv6iZGIRRCv9ideI8vijxhGGCRAI4JsrLFjNh99CjrujWf8OIkGf9YtKRHwNIwys6GFajcBxFGp,Nelson K,"Dec 10, 2024",it is a master piece! Epic movie. smooth plot and profound meaning in it!,,
https://www.rottentomatoes.com/profiles/4JwToAu6ptK0slQcx1IXZfLqIPPC1dugoIxBclDsyyC8oiRwHgNc0pcyyCGVFaOhnoFMxuOOCGZsozuKViLwFOaTpvfP8I1XHdkulQFyZuMb,https://www.rottentomatoes.com/profiles/4JwToAu6ptK0slQcx1IXZfLqIPPC1dugoIxBclDsyyC8oiRwHgNc0pcyyCGVFaOhnoFMxuOOCGZsozuKViLwFOaTpvfP8I1XHdkulQFyZuMb,Hesam K,"Dec 9, 2024","Oh, how quick they can turn on you... Rewatched after a decade in preparation for the sequel. This movie is phenomenal. The story, the scenes, the excitement, the thrill. Overall, a great experience.",,
https://www.rottentomatoes.com/profiles/X6eTnQtO2CBYIvwIGaS8YiAZfRRCbQINlfB4SyRI11CPYiZ8IxbhyPuooCJGFLqs4dhzDSOOCAnhz8tl4spoi2xfB4iqrCYMcX0FOghzxIlD,https://www.rottentomatoes.com/profiles/X6eTnQtO2CBYIvwIGaS8YiAZfRRCbQINlfB4SyRI11CPYiZ8IxbhyPuooCJGFLqs4dhzDSOOCAnhz8tl4spoi2xfB4iqrCYMcX0FOghzxIlD,Kaden D,"Dec 7, 2024","Would recommend. I've always loved the Roman period and it was nice to see it this way, accurate or not. I would also recommend seeing Gladiator II. It is a good sequel.",,
https://www.rottentomatoes.com/profiles/MlkID6uznIpATPgtd9Cbjux8IXXCyJFGBhkXcyZiLLCVJi9wfMVfXpHQQCMjt6muKkcBwTZZCV8cArS8JFlpcabiVXTZzileHWphzDsNwCOV,https://www.rottentomatoes.com/profiles/MlkID6uznIpATPgtd9Cbjux8IXXCyJFGBhkXcyZiLLCVJi9wfMVfXpHQQCMjt6muKkcBwTZZCV8cArS8JFlpcabiVXTZzileHWphzDsNwCOV,Waldek B,"Dec 6, 2024",Film jest super i nie zmienią tego negatywne recenzje kogoś komu się wydaje że jest krytykiem!,,
https://www.rottentomatoes.com/profiles/ryKtO6uLgUGwI1pcQGtVRuGeTZZCPViMef6vsZmFGGCZQiPYHAQhDnhmmCmLIXBIgWuWmfggCOetO6TvBCq6ImPHG1tbyC1PCVvhKbCxPFJD,https://www.rottentomatoes.com/profiles/ryKtO6uLgUGwI1pcQGtVRuGeTZZCPViMef6vsZmFGGCZQiPYHAQhDnhmmCmLIXBIgWuWmfggCOetO6TvBCq6ImPHG1tbyC1PCVvhKbCxPFJD,Jeff B,"Dec 6, 2024","Being old enough to remember both Ben-Hur and Spartacus, I found this despite spectacle and CGI to be derivitive and lacking in anything beyond that",,
https://www.rottentomatoes.com/profiles/Geyu0kcGxT9mh8rf2jUrduwZueeCXbfLoiVMfLQiRRCzRiYptkXuwyillCZvueJfjXuZdTYYCDMhwvHgQuvmSm8F9Jsx2uZQfJAuBYIVYHzj,https://www.rottentomatoes.com/profiles/Geyu0kcGxT9mh8rf2jUrduwZueeCXbfLoiVMfLQiRRCzRiYptkXuwyillCZvueJfjXuZdTYYCDMhwvHgQuvmSm8F9Jsx2uZQfJAuBYIVYHzj,Tertuliano Máximo A,"Dec 6, 2024","Possibly one of the best opening scenes of all time. This is a tested and true classic film. Crowe does an excellent job bringing us on his journey, highly recommended.",,
,,,"Dec 5, 2024",Excellent story and performances! One of the last real movie spectaculars on film. No CGI but real film.,,
https://www.rottentomatoes.com/profiles/jkLhGNuG9TA1SQyhd0SplFBKT00Ca6tq1FX6TgGcLLCWbidkTz6hKWHDDCmwuVptJLCokIXXCloi9acWdImAHW6unBIOQtB1udrfq1uA0SwL,https://www.rottentomatoes.com/profiles/jkLhGNuG9TA1SQyhd0SplFBKT00Ca6tq1FX6TgGcLLCWbidkTz6hKWHDDCmwuVptJLCokIXXCloi9acWdImAHW6unBIOQtB1udrfq1uA0SwL,Antonio V,"Dec 5, 2024",A masterpiece of a film with a great score from hans zimmer and lisa gerrard,,
https://www.rottentomatoes.com/profiles/ZOdFDqFK2uGgiL6SNQIXNIXMcDDCrBhPzT9aIoZsRRCKJiW6Sx4IzxiGGCAmuXPTmZfJVFeeCNQCJvtJQTdkcBbS2nUnAfxvCeRFamulaTeX,https://www.rottentomatoes.com/profiles/ZOdFDqFK2uGgiL6SNQIXNIXMcDDCrBhPzT9aIoZsRRCKJiW6Sx4IzxiGGCAmuXPTmZfJVFeeCNQCJvtJQTdkcBbS2nUnAfxvCeRFamulaTeX,Anthony M,"Dec 4, 2024","Gladiator is a stirring historical epic with a suitably muscular hero in Russell Crowe. Add its bloody, well-choregraphed, fight scenes and eminently repeatable one-liners, why would you not be entertained?",,
https://www.rottentomatoes.com/profiles/dmZCbgumAiLAHWlHD0FkJFV1UKKCvjh1Quj2HN8heeC8yiyYHpZFoLizzCO0u0eTNlHGZHooCOzcQ8FR9IdoiNeIo4hykCl2FqOIojFrKtwL,https://www.rottentomatoes.com/profiles/dmZCbgumAiLAHWlHD0FkJFV1UKKCvjh1Quj2HN8heeC8yiyYHpZFoLizzCO0u0eTNlHGZHooCOzcQ8FR9IdoiNeIo4hykCl2FqOIojFrKtwL,Ronald R,"Dec 4, 2024",Great Movie!! Highly Recommended!! A++ 🍿🎥🍿,,
https://www.rottentomatoes.com/profiles/OG8tdQTgdsrYiwNujqFzLIMbhkkC8nhdxhWDHreT22CNniz0s98TPriKKCnoubJuemIKDfGGCmYCLyIkRslACAxuolTKJIDYFRBtqoFaYFbn,https://www.rottentomatoes.com/profiles/OG8tdQTgdsrYiwNujqFzLIMbhkkC8nhdxhWDHreT22CNniz0s98TPriKKCnoubJuemIKDfGGCmYCLyIkRslACAxuolTKJIDYFRBtqoFaYFbn,Kelly Ann W,"Dec 3, 2024","Excellent Movie! This is a Must Watch, great acting and if possible try to watch it on the biggest tv or screen you can!",,
https://www.rottentomatoes.com/profiles/pmjtMYFwyCplHyjHkACpwH02FRRCZKuaAiXbSbdubbCWgiqyCpKhejsNNClyuyKCryF8wHkkCWkIopt2Qi04fvesdzukZHzlI2BFDGulBhwM,https://www.rottentomatoes.com/profiles/pmjtMYFwyCplHyjHkACpwH02FRRCZKuaAiXbSbdubbCWgiqyCpKhejsNNClyuyKCryF8wHkkCWkIopt2Qi04fvesdzukZHzlI2BFDGulBhwM,Ian P,"Dec 3, 2024","After seeing ""Gladiator 2"", I had a new appreciation for all the things ""Gladiator"" did right. Great character development, a villain you love to hate, a strong noble reluctant hero, Shakespearean double-crosses...all this, so when you got to the big action set pieces, you actually rooted for Maximus. Great score, great production, stirring and rousing emotional impact",,
https://www.rottentomatoes.com/profiles/yrluYysjkIK0SMdUPmFq0FAPijjCBwTwJC4pSpKF66CjAileCYMCNDfzzC60i4WS1LHLmuxxCAbsmeI8dFBYT2VSD8IBdhezS4WClGF2Psa4,https://www.rottentomatoes.com/profiles/yrluYysjkIK0SMdUPmFq0FAPijjCBwTwJC4pSpKF66CjAileCYMCNDfzzC60i4WS1LHLmuxxCAbsmeI8dFBYT2VSD8IBdhezS4WClGF2Psa4,Tika T,"Dec 3, 2024",This film is just beautiful to look at,,
https://www.rottentomatoes.com/profiles/AlGs6DSkgckNhpgu64iY2HkDFaaC2DhxLFAOhdncaaCyriWVH68hvQF11CBvFnVIXGuZJS99CrWTXPInJIb8TpWtept6msLeHaqiRrikNFaJ,https://www.rottentomatoes.com/profiles/AlGs6DSkgckNhpgu64iY2HkDFaaC2DhxLFAOhdncaaCyriWVH68hvQF11CBvFnVIXGuZJS99CrWTXPInJIb8TpWtept6msLeHaqiRrikNFaJ,Caleb W,"Dec 2, 2024","This is one of my favorite movies, mostly because of Hans Zimmer's incredible score. It's certainly entertaining, giving us lots of epic battles and amazing performances.",,
,,,"Dec 2, 2024",10/10 great movie and soundtrack. A cult classic,,
https://www.rottentomatoes.com/profiles/orRIXrSJYS9YhNVIeXTaDiyDc66CJphlVivAHRAhllCZOipyt42CJvImmCXKuqGFd4IyoFNNC92h2kiwqS2pHVaTJXtpjIxNSQDugrs9zTGO,,,"Dec 2, 2024","One of my all time favorite movies, it catches Russell Crowe at the peak of his acting career. He was in ""The Zone"" for an actor- that period of a talented actor's career where he or she is the ideal age, considered an excellent up and coming actor, and usually has a breakout movie that puts them on the map and creates a buzz about them. Perhaps most important, they start receiving top quality movie scripts. Crowe did Gladiator, The Insider, and A Beautiful Mind, one after another, receiving Academy Award nominations for all three movies, winning two.",SHOW MORE,
https://www.rottentomatoes.com/profiles/YPRUGzs9XF2mSgJFPlhyPC1Qu66CRMIzZTJMhMwfKKCqviLQsADIBoCvvCdyFKDsMPHJvhzzCdRHmJsRzSkYTr4Cz0S2ZHGmTa2Fznc4KTpq,https://www.rottentomatoes.com/profiles/YPRUGzs9XF2mSgJFPlhyPC1Qu66CRMIzZTJMhMwfKKCqviLQsADIBoCvvCdyFKDsMPHJvhzzCdRHmJsRzSkYTr4Cz0S2ZHGmTa2Fznc4KTpq,Conrad G,"Dec 2, 2024",A masterpiece and film ahead of its time when made and forever.,,
https://www.rottentomatoes.com/profiles/RkwIAvHlvhYGTn8u40IQAH9LiAACNZSJMuBmSlnHnnCx6ioetDkfvLFZZCPLuX6ue9uBXsGGC9gUPWuLOuZjs2JudJf94HZLIBRuWZIkyiWO,,,"Dec 1, 2024","A classic revenge story, great characters and a perfect ending. Russel Crowe plays the role of Maximus perfectly and connects with the audience very well. Joaquin Phoenix as commodus was the best choice possible and he gives a great emotional performance. Great music by Zimmer and enthralling fight scenes tie together a masterpiece.",,
https://www.rottentomatoes.com/profiles/GeDt0kcK1fejipyC2kcMKsKbieeCQJsLefVjijquRRCzRiY0CkVTw8ullCZvueMiNMIgGcYYCdOcNlIgoTGMImKI9qix2uZRsJAuBmfv0cYW,https://www.rottentomatoes.com/profiles/GeDt0kcK1fejipyC2kcMKsKbieeCQJsLefVjijquRRCzRiY0CkVTw8ullCZvueMiNMIgGcYYCdOcNlIgoTGMImKI9qix2uZRsJAuBmfv0cYW,van A,"Dec 1, 2024",Theatrics win over historical story plausibility and pure common sense. The story is overly simplified. Hans Zimmer's music and Russell Crow's performance are great but they cannot make up for these shortcomings.,,
https://www.rottentomatoes.com/profiles/nxWsLns6bCY1Sw8uaJFglcdBhAAC9JSnoflxuvrFddCZ0iXVcXKudgFllCQVu1kuGLSVGfwwCdzc4MunvuQYuDPSKWCVxFWNhjzfo9sJWuy4,https://www.rottentomatoes.com/profiles/nxWsLns6bCY1Sw8uaJFglcdBhAAC9JSnoflxuvrFddCZ0iXVcXKudgFllCQVu1kuGLSVGfwwCdzc4MunvuQYuDPSKWCVxFWNhjzfo9sJWuy4,BASEL A,"Dec 1, 2024","Truly an epic film that continues to stand the test of time , watched 5th time this past summer (when 4th time was 8 years ago) , really enjoy it every time, screen play and filmography are of the highest quality, acting by most of cast is on point and very engaging .. a must watch for all generations",,
https://www.rottentomatoes.com/profiles/aZ4s8vCyMIKju6wIJgszPiWVs22CZQIklCyZsOwHppCjnidQF2jH1oI44CXQuZjCgWSG6HKKCvYHZRSbYCkNcnRfQJhLwt9DIrLsLxuRoIlj,https://www.rottentomatoes.com/profiles/aZ4s8vCyMIKju6wIJgszPiWVs22CZQIklCyZsOwHppCjnidQF2jH1oI44CXQuZjCgWSG6HKKCvYHZRSbYCkNcnRfQJhLwt9DIrLsLxuRoIlj,Theode A,"Nov 30, 2024",It's really actionfull. I loved the story and the fighting scene. I'm really looking forward for the second movie.,,
https://www.rottentomatoes.com/profiles/80xHl2FWqSNkuBXF6zszehdkfeeCnjiAmTVmFr8FGGCokiWyIYpSMXFllCa2IgaFn6hkauAAC9PsRKul9CwoFVeTRyfa0IKWSm9IjATWQIeN,https://www.rottentomatoes.com/profiles/80xHl2FWqSNkuBXF6zszehdkfeeCnjiAmTVmFr8FGGCokiWyIYpSMXFllCa2IgaFn6hkauAAC9PsRKul9CwoFVeTRyfa0IKWSm9IjATWQIeN,Ashar L,"Nov 30, 2024",Absolutely mesmerising movie until today. Excellent acting by Russell Crowe and entire cast & Joaquin Phoenix was phenomenal. Story was great but could have had a better ending for a Sequel.,,
https://www.rottentomatoes.com/profiles/2xvFWxhZoSJDS9vfe0igvS1xIxxCbju6pTvYfpMSAACnqi2ws8eiart44CPLIb1ukysQ0uNNCP1hzjCADSk1IbmIL9FBMsPyF9LIZzFdlI02,https://www.rottentomatoes.com/profiles/2xvFWxhZoSJDS9vfe0igvS1xIxxCbju6pTvYfpMSAACnqi2ws8eiart44CPLIb1ukysQ0uNNCP1hzjCADSk1IbmIL9FBMsPyF9LIZzFdlI02,Ash P,"Nov 30, 2024","First of all, you're reading this review from someone who has just seen this for the first time before seeing the sequel. I was ten when this came out and could never see this due to being raised differently. But seeing this for the first time, I do see why folks consider this a masterpiece. However, this isn't as much of a masterpiece to me. I was entertained, though. So the story is a bit simple from a revenge story to overthrowing a usurper who murdered his own father. I do get behind with it as it was built okay. Just wish the beginning needed a little more time to develop. Though it would make the movie a little longer, but that might be me. In the second and last third is where it gets better between the interactions with the characters, the action in the colosseum and the ending, which I will keep that a secret. The best that I could give out of this are the music score with both Hans Zimmer and Lisa Gerrard, the setting of the movie along with their costumes and the action like I'm watching an actual gladiator fight. Sure, I will admit, this is like a dad film, but still worth it to see the actors play it out. In my personal opinion, I didn't think too much of the Commodus, played by Joaquin Pheonix, being that much of a threat until the third act when he gets better until he gets his just desserts at the end. Granted, he is played as a corrupted politician, yet I can believe him being similar to the usual ""big, bad, businessman"" troupe that I was never too fond of in movies. Fortunately, he does get better by the third act of the film. Everyone else does great from Russel Crowe as the main lead to work his way back up to the ranks to entertain the crowd along with his interactions through his life as a slave to gladiator. Connie Nielson, Oliver Reed and Djimon Hounsou were also great in their roles when interacting with Maximus as the story goes. The other characters did well in their given roles, too. Simple, yes, but was still entertained as a whole when seeing this film for the first time. Even to see Ridley Scott's work in his prime. For this, I give this eight Russel Crowe yelling to the crowd, ""Are you not entertained,"" out of ten. 8/10.",SHOW MORE,
https://www.rottentomatoes.com/profiles/yrXF8LIjoiKLuMkHPafQ0urXFjjCBwTeofzQhpBu66CjAilNIZzH2PUzzC60i4Jh1dIWzixxCAzSm1c8ktzruWYtrZIB9seQiwWFO6f2YiaR,,,"Nov 29, 2024",Brilliant that’s all you can say,,
https://www.rottentomatoes.com/profiles/apBh8YIyBTAVCrRS9pSzPiPOf22C9AsPRTAmiOnuppCjniWJuleI18i44CLeCpbfg1sGPsKKCvpTmXFnZIq9InrsPJuRxIzjTr8fLxuy2flq,https://www.rottentomatoes.com/profiles/apBh8YIyBTAVCrRS9pSzPiPOf22C9AsPRTAmiOnuppCjniWJuleI18i44CLeCpbfg1sGPsKKCvpTmXFnZIq9InrsPJuRxIzjTr8fLxuy2flq,Kittiphop P,"Nov 29, 2024","Thanks to Russell Crowe, who captivated the audience with his stunning performance, Ridley Scott's remarkable revival of Rome restored broken hearts.",,
https://www.rottentomatoes.com/profiles/0x1hmxfA9HZLunrhpghAmu4rheeCXxslqcOYsdxuyyCk4iz0HodfJ9f44CK1FzNcwYcDefvvCJYFkBh4AHNlI0qSjWfwQhzmsdbuAdt1aFgO,https://www.rottentomatoes.com/profiles/0x1hmxfA9HZLunrhpghAmu4rheeCXxslqcOYsdxuyyCk4iz0HodfJ9f44CK1FzNcwYcDefvvCJYFkBh4AHNlI0qSjWfwQhzmsdbuAdt1aFgO,Lee B,"Nov 29, 2024","Ben Hur, the movie it's trying to copy, is much better than this",,
https://www.rottentomatoes.com/profiles/DGZSBQIn6hbpuBqtzOHvgseDcLLCwxiMOTROf0lfQQC8Oiw8sgVT4Vi00CwdIQ6IpZtRJiBBC1Wu9gS19iXwIBQS0oigqHLJsVbIQAt6QFLb,https://www.rottentomatoes.com/profiles/DGZSBQIn6hbpuBqtzOHvgseDcLLCwxiMOTROf0lfQQC8Oiw8sgVT4Vi00CwdIQ6IpZtRJiBBC1Wu9gS19iXwIBQS0oigqHLJsVbIQAt6QFLb,The Apex B,"Nov 29, 2024",Movie is a masterpiece,,
https://www.rottentomatoes.com/profiles/x92hVBfO4fN8SrxuydIw9IkRujjCzvHVYF0BIJqsmmCdxi2DhNkflnhjjC8yurzIx0CMAINNCBrF6rUxec4lS8btxvupvF2QC1AFDRFVmuq9,https://www.rottentomatoes.com/profiles/x92hVBfO4fN8SrxuydIw9IkRujjCzvHVYF0BIJqsmmCdxi2DhNkflnhjjC8yurzIx0CMAINNCBrF6rUxec4lS8btxvupvF2QC1AFDRFVmuq9,NICK T,"Nov 28, 2024","Gladiator is one of my all-time favorite movies! I absolutely loved the intense action scenes and the epic battles—they were so well done and kept me hooked the entire time. Russell Crowe was incredible as Maximus; his performance was powerful and full of emotion. The story of honor, revenge, and redemption was gripping, and I found myself completely invested in his journey. Plus, Hans Zimmer’s soundtrack added so much to the overall experience. It’s a movie I can watch over and over and still be blown away every time!",SHOW MORE,
