review-data href,audience-reviews__name href,audience-reviews__name,audience-reviews__duration,audience-reviews__review,button--link,audience-reviews__image-avatar src
https://www.rottentomatoes.com/profiles/GPdI09HKDse8H8ZH2kcMmIKpfeeCXJTLXIVYuLATRRCzRi18HkAIw2HllCxgFepINMIgdIYYCdYFwvHgQuvMTm1T9auQ2tZqhYxI8Dfv6CYJ,https://www.rottentomatoes.com/profiles/GPdI09HKDse8H8ZH2kcMmIKpfeeCXJTLXIVYuLATRRCzRi18HkAIw2HllCxgFepINMIgdIYYCdYFwvHgQuvMTm1T9auQ2tZqhYxI8Dfv6CYJ,Alec B,"Nov 8, 2024","It remains enormously entertaining if also very silly in some ways. It's paced enormously well so you thankfully don't feel the runtime (unlike a lot of sword and sandal epics) and while I don't really think it deserved ""Best Picture"" its nice to remember a time when Dad movies could win.",,
https://www.rottentomatoes.com/profiles/kODI98F4PcJKuorIb0SxJIBbhDDCKjc18fnLToDfrrCZqiYOhNAu9YuggCXQuv0i4VSKmTPPCKlFaXuRBTdPsjPIZJI9giYbSL9FPmHlocpn,https://www.rottentomatoes.com/profiles/kODI98F4PcJKuorIb0SxJIBbhDDCKjc18fnLToDfrrCZqiYOhNAu9YuggCXQuv0i4VSKmTPPCKlFaXuRBTdPsjPIZJI9giYbSL9FPmHlocpn,Matt M,"Nov 7, 2024","Even for the most earnest movie buff, there are only a handful of spots in your pathos box for truly magical theatrical experiences - the movie feels - that trigger a mix of dopamine, serotonin and norepinephrine to come together in your brain. This was one of them that hit different. Music, always underrated, is huge. Hans Zimmer. Big check. Acting. Maximus won that Best Actor. Young Commodus went on to win one of his own. Supporting actors? THE Sir Richard Harris and his Shakespearean heavyweight Ollie Reed lent huge gravitas at the brilliant sunsets of their fabled careers. And that cinematography - otherworldly and sublime. Mixed perfectly with some lovely CGI wide work. The Am I Not Merciful scene is a breathtaking mix of Ridley Scott forceful direction, Zimmer's stirring score and that hatred and vulnerability, the scarred beauty that only Joaquin Phoenix could produce. On a night when Gladiator took home Best Picture, Russell Crowe delivered for me the most inspirational Best Actor acceptance speech in Oscar history. Vaya con Dios.",SHOW MORE,
https://www.rottentomatoes.com/profiles/gyRfaQfZRiPZIxZFGWsNaHmXhDDCevIxQIxRFpXiMMCGPix9I6oijQHwwCnpIQjiWpI9VHllCoaSVxFyLiROFJ4SYnhO1iAWsbPHr1TndsBl,https://www.rottentomatoes.com/profiles/gyRfaQfZRiPZIxZFGWsNaHmXhDDCevIxQIxRFpXiMMCGPix9I6oijQHwwCnpIQjiWpI9VHllCoaSVxFyLiROFJ4SYnhO1iAWsbPHr1TndsBl,Nick R,"Nov 6, 2024","Ridley Scott's epic film with many memorable scenes and performances is always a must-watch for film geeks, even if it is slow at times.",,
https://www.rottentomatoes.com/profiles/80ncl1uW4hqktMzheOcznfdLTeeCnyhAJfq0Hr9TGGCokinNCzdIAaFllCavuQptnMiy0sAACvncaluvBiwXtbxtROTNmhKQT29Tjnfz0tgk,https://www.rottentomatoes.com/profiles/80ncl1uW4hqktMzheOcznfdLTeeCnyhAJfq0Hr9TGGCokinNCzdIAaFllCavuQptnMiy0sAACvncaluvBiwXtbxtROTNmhKQT29Tjnfz0tgk,Conrad H,"Nov 5, 2024","Watched Gladiator in 2025 as in 2000 I didn't have time to watch films. Nothing unfolds over the course of two sleep-inducing hours. Staggeringly dull, boring, slow-moving, repetitive, uninspiring and wildly overrated.",,
https://www.rottentomatoes.com/profiles/AlPH2GcGeikbFnvIKNCYOuKjsaaC2oTxvHqyIk0haaCyriWps6oTrlH11CBvFgaIXDfZbT99CrbiXvuYxteou8NTqyT6ZHGOtv1td4CmPTay,https://www.rottentomatoes.com/profiles/AlPH2GcGeikbFnvIKNCYOuKjsaaC2oTxvHqyIk0haaCyriWps6oTrlH11CBvFgaIXDfZbT99CrbiXvuYxteou8NTqyT6ZHGOtv1td4CmPTay,Daniel C. M,"Nov 2, 2024","Amazing performances and production design, plus this was probably the fastest 150 minutes of my life, it felt like just 90 minutes, and that's a very rare testment most movies can only dream of making; though the direction by Scott is very hit or miss, like, one of the most extreme examples of 50/50 i have ever seen, all the action scenes are either spectacular and eye-catching or the most confusing and somehow boring thing you will ever see; plus the story is nothing new and quite generic.",SHOW MORE,
https://www.rottentomatoes.com/profiles/9XdHBJhMpHMLCwNuqliGXFbdT88CJjSqzFOoijluVVC2KiR0sqWuvlhPPCkeuDVi0BhO1HXXCbWTgnfp4c8AHYOhOYsJdFjYt1NcN6up9FMA,https://www.rottentomatoes.com/profiles/9XdHBJhMpHMLCwNuqliGXFbdT88CJjSqzFOoijluVVC2KiR0sqWuvlhPPCkeuDVi0BhO1HXXCbWTgnfp4c8AHYOhOYsJdFjYt1NcN6up9FMA,Stephen H,"Oct 30, 2024","One of the greatest films of all-time. I’m telling you I’ve seen this film about a million times and I’ll watch it a million more. The acting, the story, THE MUSIC! Oh my gosh everything is perfect. Some of the best dialogue ever spoken in cinema history. This film could easily be considered as the one of the greatest of all-time by a majority.",,
https://www.rottentomatoes.com/profiles/GPlS0kcKvieDIp4F2kcM9uKmueeCX6SDdiVOFjxSRRCzRiYzFoXtwyillCxXur0INrtZMIYYCDYINquk2FvVIj4c9bFQ2tZmFJAuBDhvMuzj,https://www.rottentomatoes.com/profiles/GPlS0kcKvieDIp4F2kcM9uKmueeCX6SDdiVOFjxSRRCzRiYzFoXtwyillCxXur0INrtZMIYYCDYINquk2FvVIj4c9bFQ2tZmFJAuBDhvMuzj,Horror fan 4,"Oct 26, 2024",Never have I ever been so bored watching a movie. The performances were awful and this is by far one of the worst to win best picture at the Oscars. Tim Treakle,,
https://www.rottentomatoes.com/profiles/NwKtWpIkqIm6izduZgTmqFqGHbbCAmfdxfv8hWyhRRCv9idwtzlFjYuGGCDVF4Yhr0CqGt99CjqFjGil9IkPI9ahb1coliwQh2Oca6IBxFmj,https://www.rottentomatoes.com/profiles/NwKtWpIkqIm6izduZgTmqFqGHbbCAmfdxfv8hWyhRRCv9idwtzlFjYuGGCDVF4Yhr0CqGt99CjqFjGil9IkPI9ahb1coliwQh2Oca6IBxFmj,William D,"Oct 21, 2024",One of the best films I have ever seen. The only reason it is not 5 stars is because of the dialog which in some scenes is really corny. This is quite possibly Russell Crowe's best film.,,
https://www.rottentomatoes.com/profiles/2desnJC0ytn9uDYuMRUgOT1rHxxCbwS6dfLNFDWcAACnqiWQFr0Cart44CPLIJNUkdFM0hNNCPRupjFAYTk6ubQfL2IB6uP8hgnsjNTdmF0J,https://www.rottentomatoes.com/profiles/2desnJC0ytn9uDYuMRUgOT1rHxxCbwS6dfLNFDWcAACnqiWQFr0Cart44CPLIJNUkdFM0hNNCPRupjFAYTk6ubQfL2IB6uP8hgnsjNTdmF0J,Jay D,"Oct 21, 2024",Fantastic film! One of the few movies you can watch multiple times.,,
https://www.rottentomatoes.com/profiles/or0fDrTJZH94izkIe2SaDiZJI66C0NClMFvKsV4cllCZOim1sxLTJYimmCXqI6bTvDtynCNNC9NIW9twvsN1IVjf0RhGqt1RUQltRDF9gsGP,https://www.rottentomatoes.com/profiles/or0fDrTJZH94izkIe2SaDiZJI66C0NClMFvKsV4cllCZOim1sxLTJYimmCXqI6bTvDtynCNNC9NIW9twvsN1IVjf0RhGqt1RUQltRDF9gsGP,Nikhil K,"Oct 20, 2024","I found Gladiator to be an excellent period action war movie, which I typically enjoy, especially when centered on Roman culture. The story introduces us to Maximus, a great man with simple wishes, whose life takes a dramatic turn after being betrayed. This sets off his journey of revenge. While I appreciate the film's politics, pacing, and dialogues, the visuals, particularly of the Colosseum, may be disappointing. However, it's worth considering that the movie was made in the early 2000s. Despite this, I believe most viewers will enjoy the film overall.",SHOW MORE,
https://www.rottentomatoes.com/profiles/KXvhkOiKksjVcGMhwLt9whkBu44CBghz1Cy1IzMiggCLMid8ixWiVXtwwCZAuDLIbKINRIwwCeRuVAhjxcjvf1VSAefxgsOdCG9HBpinjczd,https://www.rottentomatoes.com/profiles/KXvhkOiKksjVcGMhwLt9whkBu44CBghz1Cy1IzMiggCLMid8ixWiVXtwwCZAuDLIbKINRIwwCeRuVAhjxcjvf1VSAefxgsOdCG9HBpinjczd,JJ S,"Oct 19, 2024",One of the greatest films made Cant wait for the sequel.,,
https://www.rottentomatoes.com/profiles/OyPudbsg6hrpswvhlzTBMuMzSkkC8Lsr8cbmc0bI22CNniD4t4ziP9fKKCnouGoie2fRAuGGCmzILBukjiYPIARSo1hW0u0KsRNImZtaYF8A,https://www.rottentomatoes.com/profiles/OyPudbsg6hrpswvhlzTBMuMzSkkC8Lsr8cbmc0bI22CNniD4t4ziP9fKKCnouGoie2fRAuGGCmzILBukjiYPIARSo1hW0u0KsRNImZtaYF8A,Michal Z,"Oct 17, 2024",One of the best movies ever made,,
https://www.rottentomatoes.com/profiles/AlgS6yuGjhJgHp6S6ZsYVTKDIaaC2DhxluqkSk6HaaCyridPu60SrNF11CBvFnaFxNCZJS99CrWTOBiYlcbxHpaCe2c69TLeHvmudntmyfjN,https://www.rottentomatoes.com/profiles/AlgS6yuGjhJgHp6S6ZsYVTKDIaaC2DhxluqkSk6HaaCyridPu60SrNF11CBvFnaFxNCZJS99CrWTOBiYlcbxHpaCe2c69TLeHvmudntmyfjN,cesar c,"Oct 12, 2024",Epic movie from start to finish. One of the best movies from Ridley Scott.,,
https://www.rottentomatoes.com/profiles/KXOi68FQMF6gSgeI86h9rTkmT44CB1uX1F8zuzvfggCLMidzH6yuVwuwwCwoIrkCoaiNVuwwCZquVqfeAFjlu1KHADsZdIQWiYDtBnHNzuZV,https://www.rottentomatoes.com/profiles/KXOi68FQMF6gSgeI86h9rTkmT44CB1uX1F8zuzvfggCLMidzH6yuVwuwwCwoIrkCoaiNVuwwCZquVqfeAFjlu1KHADsZdIQWiYDtBnHNzuZV,Doug G,"Oct 12, 2024","Well acted, great direction and a main character that stands out as one of the greatest in movie history. There are few movie experiences better than this one.",,
https://www.rottentomatoes.com/profiles/GPDu8BIK1feQfp4FwehrXCKmueeCXNuLAFVMfjGsRRCzRi1KTkVTwzhllCZdIePSjaHgkuYYCdMuwlTgpSGrujKFGmIx2u2qCJxTBNHVMhz2,https://www.rottentomatoes.com/profiles/GPDu8BIK1feQfp4FwehrXCKmueeCXNuLAFVMfjGsRRCzRi1KTkVTwzhllCZdIePSjaHgkuYYCdMuwlTgpSGrujKFGmIx2u2qCJxTBNHVMhz2,Benjamin G,"Oct 12, 2024","I would put Gladiator on the Top 100 Greatest Films of All-Time List and don’t hesitate to add it to my own personal Top 10 List. It is less of a revenge story, as some suggest, and is more of a graphic saga about why words like justice, strength, and honor ought to prevail over greed, envy, and corruption. From a technical standpoint, I don’t think there is a single poorly casted actor, stunt, costume, score piece, set, or scripting that falters throughout the film, with one of the most quotable lines in cinematic history, “Are you not entertained?!” If there are historical inaccuracies, so be it. Crowe’s performance is second to none portraying an honorable soldier and a humble, non-greedy husband who must overcome a coup attempt of murder on his life after he just won a last war for Rome, and then the incredibly tragic scene of betrayal towards his beloved family and home. Apart from Heath Ledger’s Joker performance and Gollum in the Lord of the Ring’s, I often put Phoenix’s portrayal of Commodus as the third best villain of all time in cinematic history, and have struggled to see him as anything else ever since his role in the movie. There are many parallels throughout the film that can be applied to modern life and politics making it a relevant film adding social commentary on current affairs. After visiting Rome, the Colosseum was one of the first sites I visited along with the Pantheon. The Colosseum didn’t appear quite as large as the film makes it out to be.",SHOW MORE,
https://www.rottentomatoes.com/profiles/8QrslBhwDhNmfM2T6XHreujQceeCnqT9YfVmFrOIGGCokinNCYrIMoIllCa2IgYsn2IkzIAAC9ZFa2svjfmyFVDiRGuaLcKLFmouj9uWKFeX,https://www.rottentomatoes.com/profiles/8QrslBhwDhNmfM2T6XHreujQceeCnqT9YfVmFrOIGGCokinNCYrIMoIllCa2IgYsn2IkzIAAC9ZFa2svjfmyFVDiRGuaLcKLFmouj9uWKFeX,Angel L,"Oct 11, 2024",My top 1 movie ever. A masterpiece.,,
https://www.rottentomatoes.com/profiles/8QxCMoiwKiNnFBzu6zsrWCdvueeCMZIAJfV8UvztGGCokinbczVtAmtllCavuQ4Fn2Iy0sAAC91Sa2sveTmJhVBhRGuNlsKLFmJFqWcW0ugL,https://www.rottentomatoes.com/profiles/8QxCMoiwKiNnFBzu6zsrWCdvueeCMZIAJfV8UvztGGCokinbczVtAmtllCavuQ4Fn2Iy0sAAC91Sa2sveTmJhVBhRGuNlsKLFmJFqWcW0ugL,Oliwer N,"Oct 2, 2024",Just watch it in cinema and it was insanely good experience!!! (1st watch was on Netflix haha) THE BEST ANCIENT MOVIE EVER!!!,,
https://www.rottentomatoes.com/profiles/pZKsMeSw9Ipmuy9IkRIpBhgyIRRC9JcYXtXghmXibbCWgi6ATpquejsNNClNIyKCo4FmJtkkCWdFoQC2ohxAu6PHebFkKsPZc1XinGtMDFr9,https://www.rottentomatoes.com/profiles/pZKsMeSw9Ipmuy9IkRIpBhgyIRRC9JcYXtXghmXibbCWgi6ATpquejsNNClNIyKCo4FmJtkkCWdFoQC2ohxAu6PHebFkKsPZc1XinGtMDFr9,Jesse A,"Sep 30, 2024","""Gladiator"" is an extraordinary film that transcends the boundaries of epic storytelling and cinematic artistry. Directed by Ridley Scott, this masterpiece takes viewers on a gripping journey through ancient Rome, weaving a tale of revenge, honor, and redemption that leaves an indelible mark on the heart and mind. Russell Crowe delivers a powerful performance as Maximus Decimus Meridius, a once-noble general turned slave who seeks vengeance against the corrupt emperor, Commodus, played brilliantly by Joaquin Phoenix. Crowe's portrayal is both fierce and vulnerable, capturing the essence of a man stripped of everything yet fueled by an unyielding desire for justice. The dynamic between Maximus and Commodus is electric, showcasing the stark contrast between integrity and moral decay. The cinematography is breathtaking, with sweeping landscapes and meticulously crafted battle scenes that immerse the audience in the grandeur of the Roman Empire. The film's visual richness is complemented by Hans Zimmer's haunting score, which elevates every moment, enhancing the emotional depth and intensity of the narrative. Scott’s direction is masterful, balancing epic scale with intimate character moments, making each victory and loss resonate deeply. The screenplay is tight and impactful, filled with memorable quotes and poignant themes that explore the complexities of power, loyalty, and the human spirit. ""Gladiator"" is more than just a historical epic; it’s a timeless tale that explores the struggles of the individual against tyranny and the quest for personal redemption. It’s a film that inspires and captivates, leaving viewers both exhilarated and reflective. In summary, ""Gladiator"" is a flawless blend of compelling storytelling, stellar performances, and breathtaking visuals. It is, without a doubt, a must-see cinematic experience that solidifies its place as one of the greatest films of all time.",SHOW MORE,
https://www.rottentomatoes.com/profiles/JBJIqgIvgT4Xsk6cj2u4lsnWIbbCeqI2ZIDMsAJsaaCwNiJXfrqIkBhmmCY2IlNCQWSVKc66CQnHBOHY9CWpH6QH9JFVdf9vHavsgxfbkFgB,https://www.rottentomatoes.com/profiles/JBJIqgIvgT4Xsk6cj2u4lsnWIbbCeqI2ZIDMsAJsaaCwNiJXfrqIkBhmmCY2IlNCQWSVKc66CQnHBOHY9CWpH6QH9JFVdf9vHavsgxfbkFgB,Milo P,"Sep 30, 2024",Watched this 3 days ago on the big screen and holy moly it was worth it,,
https://www.rottentomatoes.com/profiles/BQPHKjSYqHgnTrwT9rhAoI1ZIVVCdgi8MsBRiYKt99Cj9iJLh9RSRefDDCPDFpYcOYFK8tppCM4F6BfNoS6Ahmnc6XhaAcAVh0AHAaHrpszA,,,"Sep 27, 2024",This film was shocking and surprising on the history of the rome empire that happening in each century.,,
https://www.rottentomatoes.com/profiles/QDjSW1fmkHkGCeKIvOiXvsL6H66CbJf6dfy4foPSqqCRLiPXsQ9IK1ippCdkI0Gh1QfebCDDCpruA8i2LhnMcrOCQmHNJHp0Im6SvZhopuMd,https://www.rottentomatoes.com/profiles/QDjSW1fmkHkGCeKIvOiXvsL6H66CbJf6dfy4foPSqqCRLiPXsQ9IK1ippCdkI0Gh1QfebCDDCpruA8i2LhnMcrOCQmHNJHp0Im6SvZhopuMd,Jack F,"Sep 20, 2024",Amazing film with an incredible musical score. At times slower paced but made up for in the action sequences. A timeless classic.,,
https://www.rottentomatoes.com/profiles/aZzhrqIlacKQT6PTJYIzyuPmS22C9gfP0hyrhOwHppCjnidZu2eTxkC44CLKtZqtaQIGwuKKCg4FmYIbYCqZTnehPjCRgHzoHraiL0Iy4Sln,https://www.rottentomatoes.com/profiles/aZzhrqIlacKQT6PTJYIzyuPmS22C9gfP0hyrhOwHppCjnidZu2eTxkC44CLKtZqtaQIGwuKKCg4FmYIbYCqZTnehPjCRgHzoHraiL0Iy4Sln,Carter C,"Sep 15, 2024","At times, the pacing is massively slow, but with highly enjoyable humor, action sequences, visual effects, and terrific performances, this Roman masterpiece is quite possibly one of the best films ever created in cinema history.",,
https://www.rottentomatoes.com/profiles/v6dfRluj4Fp1f9KIGYfm4CAPuWWCYMuMwiZvIrAFppCY9ijoTOBfXKCqqCy1I1Ptl6TzOuooCXKsrWuzdfG4INZH96uz4FPBupYFe0u24Fv6,https://www.rottentomatoes.com/profiles/v6dfRluj4Fp1f9KIGYfm4CAPuWWCYMuMwiZvIrAFppCY9ijoTOBfXKCqqCy1I1Ptl6TzOuooCXKsrWuzdfG4INZH96uz4FPBupYFe0u24Fv6,Andy B,"Sep 11, 2024","One of Ridley Scott's finest, with top-notch acting, directing, writing and score.",,
https://www.rottentomatoes.com/profiles/ZZVhnzFK2uGgiadsN8HXeFXgUDDCr9HPzT92h8PFRRCKJiWMhxXHLWUGGCABFXOimjiJPHeeCpAsJ4ugbFMXSg2CgqfnAfN1feXt8LTlaTel,https://www.rottentomatoes.com/profiles/ZZVhnzFK2uGgiadsN8HXeFXgUDDCr9HPzT92h8PFRRCKJiWMhxXHLWUGGCABFXOimjiJPHeeCpAsJ4ugbFMXSg2CgqfnAfN1feXt8LTlaTel,Lennon H,"Sep 8, 2024","It was an absolute masterpiece of a movie. With emotion, action, revenge defenently a must watch.",,
https://www.rottentomatoes.com/profiles/orXSD8SJQi94iNyueKiR2iZ2f66CJMTlGfvQSRAhllCZOim1s4eUGoimmCXKu6bTdBHbVfNNC02h2GF9DU2wIVmhJXtpXf1eCoDhRocB6tG9,https://www.rottentomatoes.com/profiles/orXSD8SJQi94iNyueKiR2iZ2f66CJMTlGfvQSRAhllCZOim1s4eUGoimmCXKu6bTdBHbVfNNC02h2GF9DU2wIVmhJXtpXf1eCoDhRocB6tG9,Jon W,"Sep 7, 2024",Russell Crowe is exceptional here. The movie is excellent from start to finish.,,
https://www.rottentomatoes.com/profiles/0xpImzIAoTZPsnrhpjS6qTmaIeeCXxsl6uzjsGxhyyCk4iw1uoLHJYS44CK1FzwIZVuDXTvvCvwtweF4QINMh14iD4twpfzlf4LcwduoaCRW,https://www.rottentomatoes.com/profiles/0xpImzIAoTZPsnrhpjS6qTmaIeeCXxsl6uzjsGxhyyCk4iw1uoLHJYS44CK1FzwIZVuDXTvvCvwtweF4QINMh14iD4twpfzlf4LcwduoaCRW,Andres D,"Sep 4, 2024",One of the best movies I have ever watched great story,,
https://www.rottentomatoes.com/profiles/4JwTV2IkbfLnulQcxJuXzuKwFPPCMOig9TxBclbSyyC8oiRQidvuq4uyyCGwuavFnQIMysOOC2AfozuKrHLwFy4CBXcP8IbASrDFBoSKrc1y,https://www.rottentomatoes.com/profiles/4JwTV2IkbfLnulQcxJuXzuKwFPPCMOig9TxBclbSyyC8oiRQidvuq4uyyCGwuavFnQIMysOOC2AfozuKrHLwFy4CBXcP8IbASrDFBoSKrc1y,Sérgio M,"Aug 29, 2024",Um dos filmes da minha vida,,
https://www.rottentomatoes.com/profiles/X6ZfnKCAjTRYuvgueRTRyIoRCRRCbkFNeToeuyvH11CPYiY8FOecVkFooCJZubRIRdIzJhOOCmKsnlil4sprIbATBDFk2Im1hxRTOyuzMu8m,https://www.rottentomatoes.com/profiles/X6ZfnKCAjTRYuvgueRTRyIoRCRRCbkFNeToeuyvH11CPYiY8FOecVkFooCJZubRIRdIzJhOOCmKsnlil4sprIbATBDFk2Im1hxRTOyuzMu8m,Faiz D,"Aug 29, 2024",An unforgettable experience!,,
https://www.rottentomatoes.com/profiles/LrGsxkugVCPOuY6hJQuNXIoPuvvCZaiWQsnaCGju99CAYiYkcdVcVAImmCyXu1lCp4Iz2SPPCJ0sqLTBRUbAFg1svxTg8FnquBXsdYcQ8HLQ,https://www.rottentomatoes.com/profiles/LrGsxkugVCPOuY6hJQuNXIoPuvvCZaiWQsnaCGju99CAYiYkcdVcVAImmCyXu1lCp4Iz2SPPCJ0sqLTBRUbAFg1svxTg8FnquBXsdYcQ8HLQ,Shane O,"Aug 24, 2024","It’s a great film , it brings you into its world and you enjoy it more as it goes on. Great acting . I hope the new one doesn’t take from its legacy",,
https://www.rottentomatoes.com/profiles/dQefelumRHLVFWGfNrFLpHXoSKKCm8FdGHj2HN2ieeC8yiyRiNOSvZCzzCaoI0QuPzFdLuooCbmuQZSRYud0SNjSY0Iy2cldCqKuO8F2vHe0,https://www.rottentomatoes.com/profiles/dQefelumRHLVFWGfNrFLpHXoSKKCm8FdGHj2HN2ieeC8yiyRiNOSvZCzzCaoI0QuPzFdLuooCbmuQZSRYud0SNjSY0Iy2cldCqKuO8F2vHe0,Alexandru C,"Aug 22, 2024",Carried by joaquin phoenix,,
https://www.rottentomatoes.com/profiles/9X2sBzSMnhMPcwGfemtx0Fbjs88CJRsqQTOvTygfVVC2KiDXUALHvZfPPCZxIDvu0miOjhXXCaAFgnfpzt8xTYAsOVFJ9S9AT1NcBoubWuYq,https://www.rottentomatoes.com/profiles/9X2sBzSMnhMPcwGfemtx0Fbjs88CJRsqQTOvTygfVVC2KiDXUALHvZfPPCZxIDvu0miOjhXXCaAFgnfpzt8xTYAsOVFJ9S9AT1NcBoubWuYq,Ollie U,"Aug 18, 2024",Fantastic. Fantastic story Fantastic score Fantastic characters Fantastic scenery Fantastic cinematography Just…… fantastic!,,
https://www.rottentomatoes.com/profiles/jkjSG0HGJuARhQ9IePtnjHjDt00CaPcqdiXNuVpHLLCWbiMOfnAcQzIDDCA2uVqCJMcoduXXClws6rIPBI9pCWZskpIOQtBwhdzFqvFA2fwv,https://www.rottentomatoes.com/profiles/jkjSG0HGJuARhQ9IePtnjHjDt00CaPcqdiXNuVpHLLCWbiMOfnAcQzIDDCA2uVqCJMcoduXXClws6rIPBI9pCWZskpIOQtBwhdzFqvFA2fwv,Rul R,"Aug 18, 2024",Película épica y preciosa muy recomendable,,
https://www.rottentomatoes.com/profiles/BQRTK0uYLfdOFryS96IKvs1WSVVCqvI8zHAySnji99Cj9iJls9LuR1IDDC1ktdkfORiKyCppCM4F6nSNoS6yILvu6jIXZsAbI26FArFrAflo,https://www.rottentomatoes.com/profiles/BQRTK0uYLfdOFryS96IKvs1WSVVCqvI8zHAySnji99Cj9iJls9LuR1IDDC1ktdkfORiKyCppCM4F6nSNoS6yILvu6jIXZsAbI26FArFrAflo,Gorptholemew T,"Aug 17, 2024",🍅 7.4/10 This is a total dad movie. This has some pretty thrilling fights and awesome set pieces with people you love and people you hate. didn’t like this as much as I wanted to but that’s fine it’s still a really good movie with a lot of great performances and easy to follow story that makes it enough of a crowd pleaser with classic status. Grade B+,,
https://www.rottentomatoes.com/profiles/ZOGTnaugZIGgiaBSNQIXYT0MuDDCrZiDRh9VfoPTRRCKJiW1fG8FzNSGGCABFXqsLbFk6FeeCp8TJvtJnFdkcg1cg6FnzuxvCMXuamul0Hjl,https://www.rottentomatoes.com/profiles/ZOGTnaugZIGgiaBSNQIXYT0MuDDCrZiDRh9VfoPTRRCKJiW1fG8FzNSGGCABFXqsLbFk6FeeCp8TJvtJnFdkcg1cg6FnzuxvCMXuamul0Hjl,Gerardo G,"Aug 15, 2024",My absolute favorite movie.,,
https://www.rottentomatoes.com/profiles/r8OIOKFLVipmt1pcQNhVRuYrUZZCrZFlYC6vsVAFGGCZQiPyTAGf9kSmmCmLIXBIePcbYcggC4biO4hRKhqRhmRTGLFrgSQAHVPFDQsWZhyW,https://www.rottentomatoes.com/profiles/r8OIOKFLVipmt1pcQNhVRuYrUZZCrZFlYC6vsVAFGGCZQiPyTAGf9kSmmCmLIXBIePcbYcggC4biO4hRKhqRhmRTGLFrgSQAHVPFDQsWZhyW,Bonz N,"Aug 12, 2024",Easily one of the best movies ever made.,,
https://www.rottentomatoes.com/profiles/QwYF6pHmMIkQcegcvrfJKSaRC66CBDi6nuQMH4bHqqCRLiPmTQjS4mhppC8gF0KH1ZsoquDDC86IxlhbLuxLHXOFQWFz1I4dhXYtOXcoJIML,https://www.rottentomatoes.com/profiles/QwYF6pHmMIkQcegcvrfJKSaRC66CBDi6nuQMH4bHqqCRLiPmTQjS4mhppC8gF0KH1ZsoquDDC86IxlhbLuxLHXOFQWFz1I4dhXYtOXcoJIML,Bradley G,"Aug 9, 2024",Gladiator is just a glorious film to watch as the acting is just fantastic as it has a lot of strength and honor.,,
https://www.rottentomatoes.com/profiles/KKvuk8hKnT6kIGDI8LuqvCNBF44CBNSXLs8NIzvfggCLMid6h6oFVmFwwCZAuDOHoWSObHwwCZrcVvHeaSj6F1nFN6cZdIQPsGmTQoCNqIzN,https://www.rottentomatoes.com/profiles/KKvuk8hKnT6kIGDI8LuqvCNBF44CBNSXLs8NIzvfggCLMid6h6oFVmFwwCZAuDOHoWSObHwwCZrcVvHeaSj6F1nFN6cZdIQPsGmTQoCNqIzN,Austin C,"Aug 8, 2024","by far the best movie ever, great action, great acting, and unlimited rewatchability, if i could only ever watch one movie this would be it.",,
https://www.rottentomatoes.com/profiles/ZZlinbSKBImDsLKURqI1ecXbtDDC6BsDkf9dso0uRRCKJiW0uxzuL9HGGCABFXlumdHJNieeCpAsaRfJaiMKIBVf2psnbiNgsMVsaBtlnSjz,https://www.rottentomatoes.com/profiles/ZZlinbSKBImDsLKURqI1ecXbtDDC6BsDkf9dso0uRRCKJiW0uxzuL9HGGCABFXlumdHJNieeCpAsaRfJaiMKIBVf2psnbiNgsMVsaBtlnSjz,Avid M,"Aug 6, 2024","Has it all, visuals, sfx, action. What a movie needs overall is a likeable protagonist, one we really root for and Gladiator has it. if you ever were in awe of the Roman Gladiator races and want to feel what it's like to be there, see this movie. It's not only a great action film, but a great drama. You can't go wrong with Crowe and Ridley Scott. Everything I've seen with these two I loved. These types of greats make Hollywood. This movie is bloody though, if you have a queasy stomach, probably not the best to watch, but if you don't and love things that are high octane, I couldn't recommend this more.",SHOW MORE,
https://www.rottentomatoes.com/profiles/62JUW8IgMCqOFBdh6luryIKwH99CemuancDYH9vHNNCqaikoCZBT6AHnnCeruYAHWOSbOummCkoSjosgBF9Dug4IwJIvpIm9tG9hlBSW2Ced,https://www.rottentomatoes.com/profiles/62JUW8IgMCqOFBdh6luryIKwH99CemuancDYH9vHNNCqaikoCZBT6AHnnCeruYAHWOSbOummCkoSjosgBF9Dug4IwJIvpIm9tG9hlBSW2Ced,chris h,"Aug 3, 2024","Complete masterpiece on all levels...it doesn't get better than this as far as sword medieval movies.Beautiful score,top notch acting from a amazing cast,great script, beautifully filmed Can't say enough good about this movie.",,
https://www.rottentomatoes.com/profiles/lxViYdHgLTqaivnHjKfeaIPvIooCpJuWRuAMTdgsQQCzkixYCLqHjqSppC8VuLjuAzijaInnC6YTYXC4xhvQsrQSv8C0bS91Fr0fGQSkpiRG,https://www.rottentomatoes.com/profiles/lxViYdHgLTqaivnHjKfeaIPvIooCpJuWRuAMTdgsQQCzkixYCLqHjqSppC8VuLjuAzijaInnC6YTYXC4xhvQsrQSv8C0bS91Fr0fGQSkpiRG,Fabio C,"Jul 23, 2024","For the greatness of Rome, unleash hell... brothers, what we do in life... echoes in eternity!",,
