review,Titre
This movie was really good!!! My favorite part of the movie is the training scenes and the jelly doughnut!!! Also my favorite part is the sergeant!!! He cracks me up every time!!! I thought Matthew Modine as Private Joker was great and he knew what he was doing!!! He alo made a great narrator throughout the movie!!!,fullmetaljacket
"Well-developed characters gets killed off in the first half, the second half feels wasted, its genre is more of comedy than action or drama.",fullmetaljacket
"A stark and uncompromising look at the Vietnam war, with a hyper-sense of realism and extremely impactful imagery. It's pacing gets a tad sluggish and the second act pales in comparison to the first but the movie is a masterpiece regardless.",fullmetaljacket
"Great performances, shocking and fun story, incredible cinematography and hard but realistic storytelling. This, Kubrick's one of the best works, is also one of the best war movies ever made.",fullmetaljacket
"Watching Vincent D'Onofrio's performance in this film, should be mandatory for many actors",fullmetaljacket
"""Born to kill"", this movie is not just about the war like the typical war movie and its cliches we've all seen but the psychology behind it. The first half of the movie it's a pleasure to watch with that darkly comic, the screenwriting is sensational, this film caught you since the opening scene with the original soundtrack.",fullmetaljacket
"Intense, iconic, and darkly hilarious at times. Stanley Kubrick's brilliant Vietnam war drama follows PVT. Joker, a USMC war correspondent for 'Stars&Stripes', through boot camp and eventually, through his war. There are the Kubrick themes. The duality of man. ""The Jungen thing, Sir!"" As Joker put it. I could talk about it for a long time. Almost as long as Apocalypse Now. And this film is a classic, right up there with that picture it's a must see. Music is used to good effect here and the whole film is very memorable. A mark of a great film is how memorable it is. The next day after watching this, I remembered everything. Especially the first act. R.Lee. Ermy. The Drill Sgt. Wow. What a performance. He steals the entire first act. Such a powerful and funny performance. All in all, it's a must see. Gunnery Sgt. Hartman: ""Well it looks to me like the best part of you ran down the crack of your momma's ass and ended up as a brown stain on the mattress! I think you've been cheated!""",fullmetaljacket
Great War movie about US Marines and Vietnam.,fullmetaljacket
"Visually stunning as expected with Kubrick, but does not carry the same level of firepower throughout. -Go",fullmetaljacket
"Part of the heavy and exhausting process that the Marines had to go through, with a emotional and well constructed escenario.",fullmetaljacket
A classic movie fundamental for pop culture.,fullmetaljacket
"Never underestimate Stanley Kubrick's ability to reach out of the screen and play with your brain like some cosmic Rubik's cube. It's a comedy, it's a tragedy. It's two short stories in one. It's a hilarious look at the shortcomings of men. It's a poignant and timeless allegory of the horrors of war. It's an investigation into enemies at home and enemies abroad. I guess he was trying to suggest something about the duality of man, sir.",fullmetaljacket
Rest in peace. You will be missed.,fullmetaljacket
Absolutely thrilling movie. The two parts of the movie are equally iconic and great,fullmetaljacket
One of my personal favourite Vietnam War films R Lee Emery performance in this film was powerful.,fullmetaljacket
"A true cinematic masterpiece. Each and every scene has so much thought and emotion into it. Just randomly pause the movie at any point in time and not only is it visually stunning, but that still image also provides such a story. Dark humor, realism, social truths that are still relevant today, and scenes that will stick with you until you are old and grey. The best Vietnam, or might I say war movie, of all time.",fullmetaljacket
"The greatest Vietnam-War movie of all time. I never thought another movie could beat Apocalypse Now in that right, but sure enough. WOW.",fullmetaljacket
"A must see for all War movie buffs. Portrays war as it should be portrayed, no heroes only killers. Stanley Kubrick was a genius.",fullmetaljacket
Semper Fi GSGT. Emrey. R.I.P,fullmetaljacket
Gunny Ermey is nothing short of amazing in this film. A lot of scenes that bring out the tension and will get your attention.,fullmetaljacket
Great movie. Second half seems a little slow in the beginning but quickly picks it up in the end in the sniper sequences. Both endings of the halves are drawing parallels of each other. Very impactful movie on the dehumanization of individuals during the war.,fullmetaljacket
One of my favorite and one of the best war movie of all time. Kudos to Stanley Kubrick.,fullmetaljacket
"I know people rave about their loooove of Kubrick but I can never understand why. He's obvious, clumsy and heavy handed in the way he delivers his messages and conveys emotion in films. His films in their entirety are the equivalent of the Bill Shatner acting method. If he thought something was important it needed LOUD MUSIC, and if a person was going crazy they needed to look straight at the camera from under their brow in a menacing fashion. This movie is one that embodies all of these characteristics and then some. If you want to be a person who feels smart by quoting a bad movie then by all means use this one. But if you'd rather go with a movie that was done better, had a clearer message, and is much less embarrassing to quote, go with Platoon or Apocalypse Now. But stop pretending like Kubrick was good at this. He wasn't.",fullmetaljacket
Full Metal Jacket means well but ultimately it's a paler less focused Platoon/ Saving Private Ryan rip off.,fullmetaljacket
A true modern art masterpiece,fullmetaljacket
"Well-researched, enjoyable film about war, whether you can relate to it or not.",fullmetaljacket
"Yet another great film from Kubrick. This movie skillfully examines the psychological effects of war on soldiers, and is one of the best war movies of all time.",fullmetaljacket
"Strong opening with the training process. However, not a very compelling story and is weaker towards the end. Not many standout performances other than R. Lee Ermey's character as the drill sergeant.",fullmetaljacket
"It's hard to evaluate this film on it's own merits when considering the fact that one of the greatest directors of all time, Stanley Kubrick, made it and I recently saw The Deer Hunter (1978) and Apocalypse Now (1979). I will try to do that however as I still feel that divorced from the specter of those two elements this film doesn't completely work. I wasn't as disturbed as I should have been and I felt that a lot of the acting aimed for the sort of over the top pastiche that became iconic in a lot of Kubrick's other films but didn't quite reach it. It's not on the level of Barry Lyndon (1975) or A Clockwork Orange (1971) but it's unfair to ask for that level of quality with most films. This isn't a much watch unlike Kubrick's other work and I would recommend that you watch most of his other films before venturing to see this one. Private Joker, Matthew Modine, and Gomer Pyle, Vincent D'Onofrio, go through boot camp under the tutelage of Gunnery Sergeant Hartmann, R. Lee Ermey. Hartmann proves to be extremely tough and he turns all of the recruits against Pyle due to his being overweight which causes him to be physically and emotionally abused and ultimately commit a violent act. We jump forward to 1968 in the second half of the film as we see Joker become a journalist for The Stars and Stripes who write military propaganda. His relatively carefree life is interrupted when an attack on his marine base and he and other writers are left to defend themselves amongst the rubble. Eventually they discover that the sniper who murdered one of their friends is just a little girl but Joker is still pushed to kill her at her own request. The scenes in the film that work best are, in my opinion, those that come in the second half of the film. The first half felt like it was stealing from Catch-22 (1970) and MASH (1970) with the satirical elements it incorporated and while Ermey's performance is deserving of it's iconic status I felt he was a touch overused. The second half settled down a little and chose to satirize propaganda and then show the dark effects of the war on innocent people. I was emotionally impacted by the scenes that feature people being devastated by warfare and while other films show death and destruction better Kubrick at least shows he can make a film in which he is emotionally engaged. This may be a controversial opinion because I understand that a lot of people are big fans of the first half while they think the second drops into mediocrity, I would still tend to disagree. I suppose another thing I felt was missing from this film was an interesting visual style. Every other Kubrick film looks amazing and you feel as though the director has focused each shot intensely in an attempt to execute his outlandish vision. Cinematographer Douglas Milsome also worked on three of Kubrick's other films so he clearly knows how to make a film look beautiful but this film just looks sort of blah. Even Platoon (1986) looks better than this film and I have many problems with that film relating to how the director deals with the material he is working with. Not every film needs to look incredible to be affecting but a large part of the reason why Kubrick films are so brilliant are their visuals and you expect to see something new and exciting on the screen every time you watch one of his films. In the end I would say that this film is worth watching even if it's not a masterpiece because it's still post Paths of Glory (1957) Kubrick and we should treasure his work as he only provided us with a few great films but truly great ones at that. I am going to watch the only Kubrick film I have not seen this afternoon and I hope that it is better than this film but if it were on the same level I would still be able to appreciate it in some ways because it would still be better than most films.",fullmetaljacket
"Would've gotten a 5 star rating if the 2nd half of the movie(In Vietnam) was as good as the first. Ermy nailed the role as a drill sargent. The movie is unique as a war film because none of the other ones show how boot camp really was in those days. It's a great look at how the military molds young kids into killer soldiers. The second half it kinda felt like Kubrick didn't know what to have the characters do. Still it was entertaining, and actually really funny.",fullmetaljacket
Kubrick Vietnam war movie a masterpiece,fullmetaljacket
"Classic Kubrick film. Disturbing and genius. People who say they don't like or don't get the second half do not understand this film or truly appreciate it. The second half does not make sense in some ways because WAR does not make sense. That is the entire message of this film. R. Lee Ermey definitely gives the most memorable performance in this film as drill instructor Sgr. Hartman. While it is difficult to choose a favorite Kubrick film, this is definitely in my top three!",fullmetaljacket
"Stanley Kubrick knows how to make good movies, that really aren't special. The first half of this movie was amazing. The drill sergeant, fantastic. The script and set-up, couldn't have been better made than this. This part was realistic and gripping at the same time. The second half though, was boring and forgettable. Severely lacking in action, character, and poignancy. It should have stopped when it was ahead. I recommend watching the first half and skipping everything else.",fullmetaljacket
"The second half might not be as fun and insane as the first, but if you keep watching, you will find yourself enjoying it.",fullmetaljacket
"In my humble opinion, this has the greatest opening sequence to a film. Ever.",fullmetaljacket
"Kubrick depicts the raw reality of being a marine during both training and real action. Soundtrack, dialogue, occasional irony and action manage to keep you hooked up until the very end.",fullmetaljacket
"Full Metal Jacket set the standard for most contemporary war films. It doesn't have that much of a plot per se, but it is full of extremely memorable and startling moments. The horror is softened (or enhanced) by a great soundtrack.",fullmetaljacket
A great war movies. The Drill Sgt. makes this movie. A must see.,fullmetaljacket
"The best thrilling movie ever made! With the best movie quote ever spoken: ""What is your major malfunction, numb nuts?""",fullmetaljacket
Few people know how to great psychos like Kubrick. Pyle maniac smile still disturbs my core.,fullmetaljacket
"One of my favorite all time war films, one reason why its one of my favorite wars films is because of its even handedness, even though the film is from an American soldiers perspective the ugliness of both sides of war is clear to see. Another reason I really like this film is its unapologetic dark humor and memorable characters.",fullmetaljacket
"Outstanding, unforgettable.",fullmetaljacket
"Not a fully realistic war film, but director Stanley Kubrick is highly effective at getting his points across.. Hyper realism.. Hilarious first act, hyperreal second act.",fullmetaljacket
"Full Metal Jacket was Kubrick's take on war and what it entails. Divided into two stories this is one hard hitting film. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out. (A master's outlook on war presented on film).",fullmetaljacket
This is essentially two movies. The first half set in a military boot camp is very entertaining and honestly really funny with the drill sergeant Hartman absolutely carrying the whole sequence with his stellar performance. The second half is set in Vietnam and is a lot darker with some unconventional filming that makes this half feel very surreal. The first half is a solid 10/10 and the second is a 8/10.,fullmetaljacket
"Stanley Kubrick was already a legend when he made Full Metal Jacket- a war movie. The film is divided into two parts. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out. (Kubrick's masterful direction makes Full Metal Jacket a must see).",fullmetaljacket
"A fantastic and thought-provoking film about ""the duality of man"". ""Full Metal Jacket"" is yet another representation and demonstration of Stanley Kubrick's incredible attention to detail and mastery of genre.",fullmetaljacket
"Stanley Kubrick was already a legend when he made Full Metal Jacket- a war movie. The film is divided into two parts. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out.",fullmetaljacket
My favorite Stanley Kubrick film besides 2001 and The Shining.,fullmetaljacket
First half is great - second half is so boring I turned it off.,fullmetaljacket
"Stanley Kubrick was already a legend when he made Full Metal Jacket- a war movie. The film is divided into two parts. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out.",fullmetaljacket
Not a huge war movie person. But this is the one.,fullmetaljacket
"Stanley Kubrick was already a legend when he made Full Metal Jacket- a war movie. The film is divided into two parts. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out.",fullmetaljacket
"Stanley Kubrick has made many movies that people either love or hate, A Clockwork Orange, 2001: A Space Odyssey, Eyes Wide Shut, movies that are not very popular but are liked by some people, Barry Lyndon, Dr. Strangelove, Paths of Glory, and there are his movies that everyone pretty much loves, The Shining, and the movie I will be reviewing today, Full Metal Jacket. I picked this up at my local library on blu ray and watched it on a friday night. On the way home, my dad asked me what movie I got, I showed him the blu ray, and he was like ""that's a very good movie"" and yeah that was all. Watching Full Metal Jacket, it didn't remind me of other good war films I've seen. It was very different from Saving Private Ryan, Dunkirk, Hacksaw Ridge, it is really unique, probably the most unique war film I've ever seen. The storytelling and the elements in the story about the Vietnam war really made it raw. That's how I'd describe the movie, raw. R. Lee Ermey really gave one of the best performances in history in this movie, in my opinion. Even though he was on screen for about 15 minutes, he made those 15 minutes so intense, so great, and gives the movie dark comedic scenes. I think his performance as Sgt. Hartman is one of the best performances of all time. Vincent D'Onofrio's performance as a private that struggles in the beginning of the movie because of military training camp being too hard for him, and R. Lee Ermey's character being a hard mentor, challenging Vincent D'Onofrio's character physically and mentally, it is really compelling stuff. The part where he shoots Sgt. Hartman, then shoots himself, is one of the most jaw dropping scenes of all time. The look on Vincent D'Onofrio's face in that scene haunted me for the rest of that night. There is also another main character in this movie named Joker, (that's his nickname). He is in this military camp with Vincent D'Onofrio's character, and he goes through this camp, watching horrific things happen, you really get into the shoes of this character. The next acts of this movie is Joker going to Vietnam and experiencing the war. This part of the movie was really different from the first part back on Parris Island. A lot of people thought this 2nd part of the movie was not as good as the first part, but I thought both parts were great. The Vietnam war was portrayed so rough and raw in this movie, it was pretty breathtaking. The message/allegory of this story was so beautiful and 100% true, it really makes me look at war differently. The only issue I have with this movie is that I thought the movie really dragged at the middle of the film. Not much things were going on, there wasn't really much of a direction either, it just kind of felt like the story was going nowhere. Other than that, I thought this movie was really good. 9/10",fullmetaljacket
"Gran bel film firmato Stanley Kubrick. La pellicola è una di quelle in cui la storia è si importante ma la cosa più rilevante è il messaggio, la critica, che il regista vuole lanciare. In questo caso Kubrick si scaglia contro la guerra e l'addestramento militare che trasformano l'uomo in una macchina di morte, fatta solo per uccidere e infatti lo possiamo cogliere nel finale quando Joker uccide la ragazzina e i suoi compagni gli dicono di essere un ""duro"", o anche nel momenti in cui i personaggi difendono la base e nel mentre scherzano tra di loro. Il personaggio più umano è quello di Matthew Modine, ovvero Joker, e nonostante questo anche lui è diventato una macchina, non è più un uomo. Bellissimo il fatto che sull'elmetto, quindi sul cervello, avesse la scritta ""Born to kill"" e sul cuore avesse una spilla che rappresentava la pace. È stato bravissimo, ma Vincent D'Onofrio (Palla di lardo) e R. Lee Ermey (Sergente Hartman) sono stati strabilianti. Bella la colonna sonora, grandiosa la regia e anche la fotografia. Filmone.",fullmetaljacket
"Full Metal Jacket was Kubrick's take on war and what it entails. Divided into two stories this is one hard hitting film. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out.",fullmetaljacket
"Another good film by Stanley Kubrick. ""Full Metal Jacket"" is a good potrayal of what war is like. Gritty, brutal, and intense in some moments, while having a few snippets of humor here and there, is a solid and realistic look at what war is like for veterans of the marine corps and navy.",fullmetaljacket
"Stanley Kubrick was already a legend when he made Full Metal Jacket- a war movie. The film is divided into two parts. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out.",fullmetaljacket
$$$$ Real life .Here.,fullmetaljacket
"Stanley Kubrick was already a legend when he made Full Metal Jacket- a war movie. The film is divided into two parts. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out.",fullmetaljacket
"Stanley Kubrick was already a legend when he made Full Metal Jacket- a war movie. The film is divided into two parts. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out.",fullmetaljacket
Kubrick constructs a powerfully dark war film using the elements he so adamantly condemns.,fullmetaljacket
it's actually so boring i hated it i'd give it a 0 if possible,fullmetaljacket
"Stanley Kubrick was already a legend when he made Full Metal Jacket- a war movie. The film is divided into two parts. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out. (Stanley Kubrick takes on the war genre the way only he can).",fullmetaljacket
There is no movie thats better at showing psychological impact of war.,fullmetaljacket
There is no movie thats better at showing psychological impact of war.,fullmetaljacket
"What everyone has told me is true - the first half of this movie is really all that matters. The second half was..ok...but the first half is really what steals the show. R. Lee Ermey's depiction of a Drill Sergeant is nothing short of fantastic. Vulgar, disgusting, and somehow funny at the same time. I could listen to him yell insults all day. This is one of the better Kubrick films. I still think that 2001; A Space Odyssey is my favorite by far. IN HERE, YOU ARE ALL EQUALLY WORTHLESS TO ME!",fullmetaljacket
"Stanley Kubrick was already a legend when he made Full Metal Jacket- a war movie. The film is divided into two parts. The first focuses on a bunch of new recruits in boot camp and the other takes place smack in the middle of a warzone. Full of images that stick in mind and some great use of music Full Metal Jacket is Kubrick through and through. From the long takes to the nihilistic overtones there is a stamp of authority of the master filmmaker. The acting, as is the case with every Kubrick film is sublime especially Mathew Modine and Vincent D' Onofrio. If you want to see an auteur at work Full Metal Jacket is a film you should check out.",fullmetaljacket
"Full Metal Jacket (1987) ??? / ???? Stanley Kubrick's vivid depiction of Vietnam splits in two halfs; emotionally shattering examination of boot camp and actual fighting on the field. The first half is so compelling that the second suffers in comparison, as it covers more familiar ground. Still, it's a rich viewing, and performances of R. Lee Ermey as tough drill sergeant, Vincent D'Onofrio as private loosing his mind, a knockout. Not quite among Kubrick's titans (Paths of Glory, 2001, etc) but a powerful, unforgettable film.",fullmetaljacket
"Incresible, cynical war movie.",fullmetaljacket
"Increíble ,realista y sincera, un film que desarrolla sus personajes de la manera comica y humana ,una obra bélica sin precedentes ,su balance cómico es muy acertado .",fullmetaljacket
"This film is one of the first that comes to mind when thinking of all of Kubrick's masterpieces, and it's not hard to see why. For starters, the setting brilliantly captures the tense atmosphere of Marine Corps training to prepare for war. This is best demonstrated when looking at the character Leonard Lawrence, better known as Private Pyle. Over the course of the first half of the film, Sargent Hartman, the brutal drill instructor, belittles him for being slow-witted and overall just not prepared for battle. To make matters worse he decides to punish the rest of the Marines for Pyle's mistakes. This is first seen when Pyle smuggles a doughnut because he could not deal with the feeling of hunger. Hartman retaliates by forcing the entire cabin to do intense exercises, causing them all to dislike Pyle. Tired of all of Pyle's screw ups, the entire bunk gives Pyle a beating. By each getting a towel, filling it with a bar of soap, and proceeding to hit him in the stomach repeatedly while others hold him down. After feeling immense pain and realizing that everyone hates him, Pyle loses all emotion and becomes a killing machine. Hartman and the others are very proud of him and all seems well until the next night. Private Joker, one of Pyle's fellow Marines, hears a noise in the restroom and decides to investigate only to find Pyle loading a rifle. Joker tells Pyle to go back to sleep and put his rifle away or else they will be in a world of shit. Pyle responds with, ""I'm already in a world of shit!"", and proceeds to repeat various chants that were spoken on their marches. After hearing all of the shouting Hartman storms in and proceeds to yell at Pyle and belittle him more. Void of all emotion and thought, Pyle shoots Hartman in the chest, killing him. Realizing what he had done, Pyle spends a few minutes reflecting, only before putting the rifle in his mouth and blowing his brains out. While all of this is very malicious and depressing, it is very realistic and corresponds to the tense environment of war to the point that it is almost beautiful. The training portion of the film is one of my favorite parts of any movie to this date earning this movie an easy five star rating. The section that illustrates war in Vietnam is also well made, but is honestly quite forgettable when looking at the first half of the film. Yet, this is still a movie that I would recommend to anyone, whether they typically enjoy films of this genre.",fullmetaljacket
"This is, quite simply, the greatest (anti)war film ever made. A film in two halves, the training segment is a perfect balance of dark humor & dramatic insanity, & the Vietnam segment is depressingly violent & visually impeccable. Though they are disparate, they work together to show the dehumanizing nature of all aspects of war: the ugliness, the complication, the lack of cinematic heroism. One of Kubrick's quickest paced, least opaque & most accessible films...& yet another directing masterpiece.",fullmetaljacket
10/18/17 - gave it 4 stars,fullmetaljacket
"Unique, well crafted, and a story that doesn't have to overly develop it's characters to get the point across. Similar to Dunkirk in that manner, but executed a little bit better in my opinion.Great movie.",fullmetaljacket
A no nonsense war film.,fullmetaljacket
"A film of two halves, with the first being far superior to the second. As the cadets are put through their paces at a strict training camp, we witness the gruelling nature of what it could possibly have felt like being at the mercy of a sadistic sergeant major. You'd like to hope that the scenes are exaggerated for our entertainment value, but I suspect there is an underlying truth about how the events had the potential to pan out in those days. In the 2nd half, we witness the boys in real life combat in the Vietnam war. On paper, this should have been better, more action, more blood, and more drama, however it didn't materialise. Whether I just felt bewildered by what seemed a completely new cast or whether I was completely sidetracked from giving it my full attention, it just felt very anticlimactic in comparison.",fullmetaljacket
"To me this was always two separate movies.The first part(boot camp) is very good mpstly because of of Eremy.The second part is a generic war picture.Take the first part, extent it, drop the second part and you have a perfect movie.",fullmetaljacket
Best movie ever made? There is an argument for that.,fullmetaljacket
"Unforgettable performance by R. Lee Ermey as the drill instructor and very memorable performance by Vincent D'Onofrio as Pvt Pyle. This movie gets very intense in basic training and there are basically 2 parts to the story. Basic Training and being in Vietnam. The first half of the movie is way better then the 2nd half. R. Lee shines as DI Hartman and gives the viewer a sense of how hard Basic Training is. the 2nd half of the film is set in Vietnam and is average at best. There is no real plot to the movie. It's main purpose is to show the viewer that war is hell and unpredictable. Not my favorite Kubrick film, but still a very good film.",fullmetaljacket
Though it occasionally stalls after the 45 minute mark. Stanley Kubrick’s Full Metal Jacket is a darkly comical and haunting depiction of the Vietnam War.,fullmetaljacket
Full Metal Jacket is a aggressive and hard edged war film from Stanley Kubrick! Great performances and brilliant direction and crazy action scenes make you feel for the characters!,fullmetaljacket
"Frankly, I loved the film. It was a little disorienting, in that there are essentially two different parts of the film. I got so invested in Pyle's story and watching that evolve, that I found myself having to readjust when the film segued into following Joker's story. Up until Pyle shot himself, I had assumed that this story was about Pyle. It was interesting to me that the perspective seemed to change in each part of the film. The first part seemed to be more from Pyle's perspective, to then set up the second part of the film being from Joker's perspective. It made me feel intrigued by the psyche of the men in the military. It made me also feel concerned for how the constant negating and invalidating affects these men. The pace of the film was also interesting. Things sort of seemed to have a slow build in the beginning up until Pyle's emotional turn took place. For me, the same thing happened in the second part of the film when Joker and his crew were backed into a corner with the Vietnamese. In both parts of the film, it was interesting that there was this slower-paced nonchalant approach to setting up these stories, however, once things got going we very much-so ""zoomed in"" to the conflict in the story and what was going on. Music was a big part of the movie, however, in these moments Kubrick chose to have no, or very little, music be a part of them. For me, it allowed me to be more attentive to what was going on and what was at stake.",fullmetaljacket
"An incredible achievement of dialogue, visual character development, tension, and the ability to throw us into the harsh mindset that soldiers are forced into during war. Definitely one of Kubrick's best.",fullmetaljacket
"sir, no sir.. Full Metal Jacket Just like The Clockwork Orange, it takes too much time to prove a point and even though it is finely detailed and explicitly executed the journey for around 2 hours just doesn't seem worthy at the end. Stanley Kubrick's smart adaptation and perfect execution works on its level and won't disappoint the fans but fails to deliver anything beyond that as the mere far fetched idea fades off slowly before one's eyes where even lousy editing too, becomes responsible. Matthew Modine at the centre of it pulls it off swiftly and smoothly but is overpowered by a stunning performance by Vincent D'Onofrio despite of just being a supportive character. Full Metal Jacket resonates too much with The Clockwork Orange as it raises similar questions, offers enough doubts and thrills which becomes redundant at a certain point and as always lacks better editing.",fullmetaljacket
A Very Very Good Movie,fullmetaljacket
One of the best Vietnam movies ever made. So many characters are still remembered to this day. Gunny made a career out of this movie.,fullmetaljacket
"One of the masterpieces of war-movies, and movies in general.",fullmetaljacket
One of my favorite movies!!!!,fullmetaljacket
"Greatest movie of all time. It was flawless. As someone who's experienced military style training ,The boot camp scenes were spot on and very accurate to what it's like and a perfect representation of what military combat is.",fullmetaljacket
"It might not be pleasing, and it definitely isn't pretty, but it sure is well made. Kubrick's depiction of war is a shilling movie, from the beggining to the end, and leaves the viewer asking the question: was all this suffering worth it?",fullmetaljacket
The first act of the privates' training was authentic to Kubrick's style and I wish it lasted longer. Pyle's slow defeat from scrutiny could've made for a whole movie. Joker's casual job as a journalist was also an entertaining aspect but I began to lose interest as new characters were added half way through the film purely made for their interest in harsh kills.,fullmetaljacket
"Puntaje Original: 8.0 Divertida, intensa, reflexiva y oscura. Con una inremunerable actuación de R. Lee Ermey, que trae uno de los personajes más memorables del cine. Full Metal Jacket es una digna última película como director del más grande astro del cine Stanley Kubrick.",fullmetaljacket
The paradox of man; wanting peace through war. An experience of the endless death that war perpetuates and how it takes both strangers and loved ones while amounting to the same result--the continued cycle of violence.,fullmetaljacket
"As far as war films go, this is one of my favourites. I liked how it can be Funny at time's then changes to a really dark tone. I also really love the marine montage at the beginning.",fullmetaljacket
"The much-acclimated movie left me disjointed. The first half of the movie's storyline follows a platoon of U.S. Marines through their training, it's a laughter ride with its silly, stupid and vulgar jokes and I loved it. The second half focuses on the experience of one of the marines in the Vietnam War itself. This was boring, confusing and frustrating and I hated it. I had two very different experiences for two sides of the same storytelling.",fullmetaljacket
Faaaaaaantastic movie,fullmetaljacket
Sgt. Hartman is so fucking amazing!,fullmetaljacket
A pretty decent war movie with likable characters and a unsettling Environment.,fullmetaljacket
An undeniable classic,fullmetaljacket
