review-data href,audience-reviews__name href,audience-reviews__name,audience-reviews__duration,audience-reviews__review,button--link,audience-reviews__name (2),audience-reviews__image-avatar src
https://www.rottentomatoes.com/profiles/kOLf9XT49UJLSoNSbOixbHQvhDDCN8IlVIndFoXhrrCZqiWgFNWfJ6iggCr4uvRf18uZWuPPCKYSv2SRBTAwsjWim0c9LuwkFL9FKLtlmIpy,,,"Jan 18, 2025",top 100 for sure good classic.,,,
https://www.rottentomatoes.com/profiles/wPAHkgtmwix8HLYhMeT0NFm1uVVCbzuKbS9zFMJI66CQoiPAUYbudPcBBCxYuQruaAIeDf99CYACmJSDgHMYSZ8H8WFkQsNmFodtJ1FaLCqn,https://www.rottentomatoes.com/profiles/wPAHkgtmwix8HLYhMeT0NFm1uVVCbzuKbS9zFMJI66CQoiPAUYbudPcBBCxYuQruaAIeDf99CYACmJSDgHMYSZ8H8WFkQsNmFodtJ1FaLCqn,GAME M,"Jan 16, 2025",one of the best movies of all time,,,
https://www.rottentomatoes.com/profiles/zW8H4mSRphjxs6qTJPhWkFDxfmmC4bTjAuewiqjcqqCzNi1Ys4WU2AsvvCamuxmTNbiM0FAACQjsZruK6SjPcPAhbRImVsWOTBMFPQhLVSDg,https://www.rottentomatoes.com/profiles/zW8H4mSRphjxs6qTJPhWkFDxfmmC4bTjAuewiqjcqqCzNi1Ys4WU2AsvvCamuxmTNbiM0FAACQjsZruK6SjPcPAhbRImVsWOTBMFPQhLVSDg,Tom C,"Jan 14, 2025","The best types of movies are the ones with some underlying message or meaning. To me, this movie portrays the message that a person is best defined by the actions they take. The character of Forrest, played by Tom Hanks, symbolizes this message. Hanks is perfect for the Forrest role in this movie and his acting combined with a great soundtrack and beautiful picture makes this such a wonderful movie. I also think that the storyline is very well-written, encapsulating the idea that ordinary (even less than ordinary, in Forrest’s case) people can accomplish and do remarkable things. The character of Forrest is one of my favorite movie characters I have ever watched, and my favorite scene comes when it is revealed how he spent his shrimp earnings. Forrest invested and gave away his millions of dollars, and chose to spend his time cutting grass for free. This specific scene symbolizes the character of Forrest and the movie itself, proving that any person is capable of great things and gratitude. Lastly, this movie has some remarkable quotes. Some of these stuck with me, I will list them below. ""Life is like a box of chocolates, you never know what you're gonna get.” I like this quote because it symbolizes the randomness of life that can come to anyone. ""But at night time when there was nothing to do and the house was all empty, I'd always think of Jenny.” I like this quote because it shows that there will always be times of peace and quiet, and what you do with that time can define you as a person. ""My mama always said you've got to put the past behind you before you can move on.” This is just a good life lesson. I’d rate it 9.5/10.",SHOW MORE,,
https://www.rottentomatoes.com/profiles/9XNFBzSO8s1Au6DIqVTGrfbjs88CJgHqeIBxiyWSVVC2KiRLhAvCvdTPPCZ9ug9S0JuOjhXXCawtgXINeT8qIv8cOqhZdC9JhG4iNVIb9CM6,https://www.rottentomatoes.com/profiles/9XNFBzSO8s1Au6DIqVTGrfbjs88CJgHqeIBxiyWSVVC2KiRLhAvCvdTPPCZ9ug9S0JuOjhXXCawtgXINeT8qIv8cOqhZdC9JhG4iNVIb9CM6,ahmet ö,"Jan 6, 2025","sıkılmadan izlenir, ama tavsiye edilecek bir filmde değil",,,
https://www.rottentomatoes.com/profiles/pZWhMKfw9IzRcD9IlAFpwHgOuRRC9yUYvF0BubdubbCWgiqLFpqudZINNCM2FVnurYf8JukkCWecLlh2Qi0os6VUdDFW8CzMH2dCnoIl8Sr9,https://www.rottentomatoes.com/profiles/pZWhMKfw9IzRcD9IlAFpwHgOuRRC9yUYvF0BubdubbCWgiqLFpqudZINNCM2FVnurYf8JukkCWecLlh2Qi0os6VUdDFW8CzMH2dCnoIl8Sr9,Mike G,"Jan 2, 2025",Only a 75% Critic score? This is a masterclass in movie making. I would like to send the 25% of critics who didn't like it out on a shrimp boat into a storm with only Tomatoes to eat and this movie to watch for comfort. Enjoy that Tomato People!,,,
https://www.rottentomatoes.com/profiles/apbf82tlxuKqS6KhJnFz0fWKS22C9QTkYFAasOwHppCjnid2slrC18i44CLeCZaIaeCG2fKKCvruZYTbPtq4hn9iQJhRgHzjTWwCMVfyWHln,https://www.rottentomatoes.com/profiles/apbf82tlxuKqS6KhJnFz0fWKS22C9QTkYFAasOwHppCjnid2slrC18i44CLeCZaIaeCG2fKKCvruZYTbPtq4hn9iQJhRgHzjTWwCMVfyWHln,Yaniel G,"Dec 31, 2024","How can someone not love Forrest? This movie shows so many events in American History and glues them all together through a mentally challenged men that knows no limits. Forrest is everything that is right in a world gone bad. He is naive, innocent and kind, but also resilient, loving and brave. The movie is a beautiful journey, with humor and very touching moments. One of my favorite movies of all time.",SHOW MORE,,
https://www.rottentomatoes.com/profiles/XPdsYkTAdHR1I1ZfGzh8yFADiRRCpZh6bfB4SedC11CPYiZoFxpFVXfooCnrIbjcRPszpIOOCmvHn8ulxuprIbjIkpFkrFm1hXRIOyuzAF8e,https://www.rottentomatoes.com/profiles/XPdsYkTAdHR1I1ZfGzh8yFADiRRCpZh6bfB4SedC11CPYiZoFxpFVXfooCnrIbjcRPszpIOOCmvHn8ulxuprIbjIkpFkrFm1hXRIOyuzAF8e,Joaquín C,"Dec 31, 2024",Simplemente perfecta,,,
https://www.rottentomatoes.com/profiles/X69HnKCO2CBYI16HeRT8qsoxFRRCbNCNeTBwsyvH11CPYiYpIxguynFooCJZuLRT4lTlJuOOCmvHnli0VTpkTbJsBAhklHY1ux6HOpfzMu8Z,https://www.rottentomatoes.com/profiles/X69HnKCO2CBYI16HeRT8qsoxFRRCbNCNeTBwsyvH11CPYiYpIxguynFooCJZuLRT4lTlJuOOCmvHnli0VTpkTbJsBAhklHY1ux6HOpfzMu8Z,Clíosocks S,"Dec 30, 2024","I am a person with the attention span of a squirrel so movies can make me deeply uninterested. I've still watched this movie a thousand times, and the Spanish version will always be better than the original. Very good unintentional portrayal of an autistic adult too.",,,
https://www.rottentomatoes.com/profiles/ZOlunAsK9fGbuadsRrTXRiXbtDDC6xfDzF9qT8OtRRCKJiW6Sxdfz2fGGCABFX8fmZfJNieeCpAsaQHgnCMxTgKtgeIDztN1fMrfabcl8seX,,,"Dec 22, 2024","this is a good movie, but i didnt really get to experience it properly because i havent watched shrek 3 before it! MAKE SURE YOU WATCH SHREK 3 BEFORE YOU WATCH THIS MOVIE!",,,
https://www.rottentomatoes.com/profiles/pmRCkXIkyFpoIyAslPSp2f0KfRRCZyIaAiXYsmDSbbCWgi6ATbOFe6FNNCMvuyRcrDTmJtkkC2bfLbT2Jf0jSvohdptkeSzru1PHD1IMqtwR,https://www.rottentomatoes.com/profiles/pmRCkXIkyFpoIyAslPSp2f0KfRRCZyIaAiXYsmDSbbCWgi6ATbOFe6FNNCMvuyRcrDTmJtkkC2bfLbT2Jf0jSvohdptkeSzru1PHD1IMqtwR,Güner Yiğit M,"Dec 20, 2024",Bütün duyguları yaşatan enfes film,,,
https://www.rottentomatoes.com/profiles/OyLTd0FgbSjBcwAfjzIB2skLtkkCWKUrxuWDHrqu22CNnizPF40FLdSKKCnouGJfeZFRaIGGCknSnJumQuYDfAJToWHKbiDbHRaFmZtaXC8A,,,"Dec 19, 2024",forrest gump was very rizzy for jenny and got the huzz. forrest gump went from lv. 1 simp to lv. 100 max rizzler fr fr,,,
https://www.rottentomatoes.com/profiles/kOZFdYIqrHZnS9riGnSNJFQvhDDCN6T1Wip0FopIrrCZqiY4uNqi9LsggCXDFdbI4riKbIPPCKYSvDuROudkfj1HmnuGLFwkFJ9CPNfWAf84,https://www.rottentomatoes.com/profiles/kOZFdYIqrHZnS9riGnSNJFQvhDDCN6T1Wip0FopIrrCZqiY4uNqi9LsggCXDFdbI4riKbIPPCKYSvDuROudkfj1HmnuGLFwkFJ9CPNfWAf84,Name S,"Dec 3, 2024","Forrest Gump is a very interesting and inspiring movie based on a book by Winston Groom. The story follows a man whose life is filled with unexpected adventures. The movie makes you laugh, cry, and see life from a fresh perspective. Tom Hanks did a wonderful job playing Forrest, and it’s no surprise the movie won several awards, including Oscars! Overall, Forrest Gump is remembered as a heartwarming and touching movie that teaches valuable life lessons!",SHOW MORE,,
https://www.rottentomatoes.com/profiles/erVcy2TA6Ux4sqQsPbIgbI08uXXCzQuNPfQoiwZiDDClLiXDcblSwpH11CAxuMLIKbsq4SWWCALTGzCRBFK4hlrT1dfxPuvYSDLFLMh6XT1L,https://www.rottentomatoes.com/profiles/erVcy2TA6Ux4sqQsPbIgbI08uXXCzQuNPfQoiwZiDDClLiXDcblSwpH11CAxuMLIKbsq4SWWCALTGzCRBFK4hlrT1dfxPuvYSDLFLMh6XT1L,Michael K,"Nov 29, 2024",Overrated and trys to do to much. Not bad but not worth what others say about it.,,,
https://www.rottentomatoes.com/profiles/Rk4hJvuovuYRhn4s4euQqS9LiAACNjfJDsNDIlvsnnCx6ioetDBsvZfZZCPLuXGteMTBgfGGC9eCPWuROtpwC24IdBi9ohZLIBMHOouk0FaO,https://www.rottentomatoes.com/profiles/Rk4hJvuovuYRhn4s4euQqS9LiAACNjfJDsNDIlvsnnCx6ioetDBsvZfZZCPLuXGteMTBgfGGC9eCPWuROtpwC24IdBi9ohZLIBMHOouk0FaO,Carrigan W,"Nov 26, 2024","Forrest Gump is a cinematic masterpiece that has left an indelible mark on audiences worldwide. The film tells the extraordinary life story of Forrest, a simple-minded yet kind-hearted man. Through his eyes, we witness significant historical events and social changes. Tom Hanks' portrayal of Forrest is truly remarkable. His innocent and determined expressions make the character extremely endearing and believable. The story is filled with inspiring moments. Forrest's perseverance in the face of difficulties, whether it's in his athletics or personal relationships, teaches us the value of never giving up. The movie also explores themes of love, friendship, and the meaning of life. His relationship with Jenny is complex and touching, showing the different paths people can take in life. The beautiful cinematography and the perfect integration of the historical backdrop enhance the overall viewing experience. Forrest Gump is not just a movie; it's a profound exploration of the human spirit and a celebration of the power of simplicity and kindness. It makes us reflect on our own lives and the choices we make, leaving us with a sense of hope and a reminder that even the most ordinary of us can achieve the extraordinary. I usually use these two sites for more free movies and short dramas.If you have a better website, please recommend it to me. Thank you https://omnishort.com/？utm_source=rottentomatoes https://nightgod.tv/？utm_source=rottentomatoes",SHOW MORE,,
https://www.rottentomatoes.com/profiles/nx6hDgipkHG1uwqIakhoATDZSAAC9JSdKIlMIbJfddCZ0iqGuXbHAkCllCQvF1QCGLSVqiwwCXGu4linBSQYuDxIKptJ1F0NUjzfxOIQGHqd,https://www.rottentomatoes.com/profiles/nx6hDgipkHG1uwqIakhoATDZSAAC9JSdKIlMIbJfddCZ0iqGuXbHAkCllCQvF1QCGLSVqiwwCXGu4linBSQYuDxIKptJ1F0NUjzfxOIQGHqd,Garrett B,"Nov 18, 2024",Why not? Forrest Gunp is an American classic.,,,
https://www.rottentomatoes.com/profiles/WYVSQxFDxfGps9MhWeu8JhR8iGGCmnu1RuPwTZ6HbbCexi8juwncWaTeeC64upPTmPupof11CGPHloSVRIlrckOu6XibNTbDtavuOWIl2i4K,https://www.rottentomatoes.com/profiles/WYVSQxFDxfGps9MhWeu8JhR8iGGCmnu1RuPwTZ6HbbCexi8juwncWaTeeC64upPTmPupof11CGPHloSVRIlrckOu6XibNTbDtavuOWIl2i4K,Leopold V,"Nov 17, 2024",Really emotionally movie I cried when buba died many par should not get 75 rotten tomatoes,,,
https://www.rottentomatoes.com/profiles/BQlfKGIYasgPfzgt9mTAgu1DFVVCdyh8QIBRiYeu99Cj9iJls9yIkQtDDCPDFdwuO6uvDSppCM8hlZs0PI6LSmkugRIXbFAbI29Hx9FrYHlO,https://www.rottentomatoes.com/profiles/BQlfKGIYasgPfzgt9mTAgu1DFVVCdyh8QIBRiYeu99Cj9iJls9yIkQtDDCPDFdwuO6uvDSppCM8hlZs0PI6LSmkugRIXbFAbI29Hx9FrYHlO,Riad I,"Nov 17, 2024",9/10 Classic movie and a Must See,,,
https://www.rottentomatoes.com/profiles/GPps0auGqi92f8es2eFMaTKVTeeCXpFLyhV1TjQhRRCzRi1ksoJCwoSllCxXurpFjMTZpfYYCdMuNrCg1FvVIjWtGgtx8f2atJefBwSvMuYv,,,"Nov 13, 2024","Forest Gump is an all around great film. Even though I usually leave jokey reviews, I do have to say that this one is just inspiring and touching. It's quite long and not perfect, but it is still a heavily inspirational and influential film. Nothing can top the velocipastor tho",,,
https://www.rottentomatoes.com/profiles/apOSrqIlacK1i6BuJYIzyuWVs22CZLuPRTAbhOKFppCjniWzIlrC1yH44CLKtZPuaktGwuKKCgrtZBubOukVCn9iQBIR6FzMur8fMvFyeFWq,https://www.rottentomatoes.com/profiles/apOSrqIlacK1i6BuJYIzyuWVs22CZLuPRTAbhOKFppCjniWzIlrC1yH44CLKtZPuaktGwuKKCgrtZBubOukVCn9iQBIR6FzMur8fMvFyeFWq,Darío C,"Nov 11, 2024","With this one, it is proven that critics on this web are just crazy. Don't listen to them. One of the best films ever created in history, and only 70% score from the critics? Just go and watch this masterpiece. Even if drama is not your thing, this movie is a must-watch at least once in your life.",,,
https://www.rottentomatoes.com/profiles/GPBT8etGlIe2Tp0c2pCraIKpfeeCQNiLxs28fjrFRRCzRi14ikAIwxsllCxXurBujgSZwFYYCDyuw8SgaiGkCmKI9WHxLTZVSYzc8Yiv0cYw,https://www.rottentomatoes.com/profiles/GPBT8etGlIe2Tp0c2pCraIKpfeeCQNiLxs28fjrFRRCzRi14ikAIwxsllCxXurBujgSZwFYYCDyuw8SgaiGkCmKI9WHxLTZVSYzc8Yiv0cYw,Mathis D,"Nov 1, 2024",One of the best movies out there.,,,
https://www.rottentomatoes.com/profiles/628CWvhYQIqbCzRc6nIryIGzT99CvDijRfkKSmLuNNCqaip2iZXfxztnnCeruYlTWqTkVfmmCj8ujdFg4I2nirdIwquvMigYFj2Fl1fb2Fey,https://www.rottentomatoes.com/profiles/628CWvhYQIqbCzRc6nIryIGzT99CvDijRfkKSmLuNNCqaip2iZXfxztnnCeruYlTWqTkVfmmCj8ujdFg4I2nirdIwquvMigYFj2Fl1fb2Fey,Power K,"Oct 31, 2024","If you still didn't watch, What the hell are even doing man.",,,
https://www.rottentomatoes.com/profiles/bJXIa1hlYHjacBXSbyFvrT0BubbCkduweiKLSgmI44CzlijoTNqT4ySBBCZDFAoIJzsRMSXXCVqsxlFOes0gSrxuyNSJ2h6MHort0nIRWFw4,https://www.rottentomatoes.com/profiles/bJXIa1hlYHjacBXSbyFvrT0BubbCkduweiKLSgmI44CzlijoTNqT4ySBBCZDFAoIJzsRMSXXCVqsxlFOes0gSrxuyNSJ2h6MHort0nIRWFw4,Елисей Э,"Oct 28, 2024",Шедевр мб лучшее кино 9.9/10,,,
https://www.rottentomatoes.com/profiles/qAOfXPTpnFlzIRkizrI90Se9czzC91Hl9tM9Hk0ummCkniYNIZqiRjuXXCAQu2MF62ha8HPPCoZuawfdbIXgsGkIZJiqPSwnfOWcVmFOBTly,https://www.rottentomatoes.com/profiles/qAOfXPTpnFlzIRkizrI90Se9czzC91Hl9tM9Hk0ummCkniYNIZqiRjuXXCAQu2MF62ha8HPPCoZuawfdbIXgsGkIZJiqPSwnfOWcVmFOBTly,Mateus M,"Oct 28, 2024",MELHOR FILME DE TODOS OS TEMPOS,,,
https://www.rottentomatoes.com/profiles/bJ8ha1hy2cjoFOnuGYfvrT0oSbbCxKF4rhWGIjNH44CzliXoIWXc4MsBBCRNI84TbatRQTXXCLaFxYHOes0gSr1CaPIONCKVuDkI0zsRYsqy,https://www.rottentomatoes.com/profiles/bJ8ha1hy2cjoFOnuGYfvrT0oSbbCxKF4rhWGIjNH44CzliXoIWXc4MsBBCRNI84TbatRQTXXCLaFxYHOes0gSr1CaPIONCKVuDkI0zsRYsqy,francisco m,"Oct 22, 2024","Es natural equivocarnos, solo tenemos que aprender a abrir los ojos y entender un poco la vida.",,,
https://www.rottentomatoes.com/profiles/gmOtaliZjSPXiOwtGxi0JUm9FDDCR8Txbt01hlktMMCGPixVu6JSdluwwC8zFQvunpFLmHllCG6cZJhyJIR0TJ8f1zfOGfrgI4XuJGFXktB9,https://www.rottentomatoes.com/profiles/gmOtaliZjSPXiOwtGxi0JUm9FDDCR8Txbt01hlktMMCGPixVu6JSdluwwC8zFQvunpFLmHllCG6cZJhyJIR0TJ8f1zfOGfrgI4XuJGFXktB9,Aouregan L,"Oct 16, 2024","It's a classic. You NEED to see it! And if you didn't like : yes, you have a problem",,,
https://www.rottentomatoes.com/profiles/jkLhdOupDiApujxidlHnYTBkH00CdLfnmIXPiVpHLLCWbid1sz6hQasDDCA2uGMhkauLpcXXCOLF91FPos9PIWrhnBINjTBnFdAha6sAzswa,https://www.rottentomatoes.com/profiles/jkLhdOupDiApujxidlHnYTBkH00CdLfnmIXPiVpHLLCWbid1sz6hQasDDCA2uGMhkauLpcXXCOLF91FPos9PIWrhnBINjTBnFdAha6sAzswa,Bob D,"Oct 12, 2024",One of the most boring movie experiences ever.,,,
https://www.rottentomatoes.com/profiles/nk2CDKH6LFG6fwmFakhopfdZTAAC9JSnkSlPTbPiddCZ0iXlCXnId8TllCJGc1AFGJIVDIwwCXWsYMt8YH9mcGmIKptVKiWosj8soOTJeIyZ,https://www.rottentomatoes.com/profiles/nk2CDKH6LFG6fwmFakhopfdZTAAC9JSnkSlPTbPiddCZ0iXlCXnId8TllCJGc1AFGJIVDIwwCXWsYMt8YH9mcGmIKptVKiWosj8soOTJeIyZ,William B,"Oct 11, 2024","As a film buff, I had to watch this movie at one point or another. Finally, last July, I watched this movie with my grandfather and it's an absolute masterpiece. It might not have all the explosions and action you'd typically see, which is one thing that makes it stand out to me. This movie is the perfect mix of drama, great storytelling, action and comedy. The cinematography is amazing, for its time.",,,
https://www.rottentomatoes.com/profiles/ANqs64sGwFJbipPf64iZOcKPhaaC9JUxluAoik2faaCyriWeFg8uvQF11CBvFg9fXJsZJS99CmjFOvhngfeJC8BHeyI6ViLNTabHRDSmWSjX,https://www.rottentomatoes.com/profiles/ANqs64sGwFJbipPf64iZOcKPhaaC9JUxluAoik2faaCyriWeFg8uvQF11CBvFg9fXJsZJS99CmjFOvhngfeJC8BHeyI6ViLNTabHRDSmWSjX,Javier F,"Oct 10, 2024",One of the greatest films of all time. Beautifully written. Can watch over and over and still get emotional throughout the movie.,,,
https://www.rottentomatoes.com/profiles/wP6UkgtmvuvgtqZIMjSvnsojsVVCbosKWFPAfbRs66CQoi8AuPjSgySBBCxYuLrhaWFeRu99CY9umafDxuMofZNh8jCkxhqdhbyHPOFvAibZ,https://www.rottentomatoes.com/profiles/wP6UkgtmvuvgtqZIMjSvnsojsVVCbosKWFPAfbRs66CQoi8AuPjSgySBBCxYuLrhaWFeRu99CY9umafDxuMofZNh8jCkxhqdhbyHPOFvAibZ,Freddy M,"Oct 8, 2024",I loooove this film. The storytelling was perfect and Tom Hanks did an excellent job playing Gump. I recommend this movie to everyone.,,,
https://www.rottentomatoes.com/profiles/80ncMoiwqTqktMkS6WTzouj0ueeCMZI9muVeCr9TGGCokiWgSY6fMdSllCa2IglTnPSy2fAAC9jTRqIvjfmKSVBhRyfNmhKVH2gujkFW8Sgk,https://www.rottentomatoes.com/profiles/80ncMoiwqTqktMkS6WTzouj0ueeCMZI9muVeCr9TGGCokiWgSY6fMdSllCa2IglTnPSy2fAAC9jTRqIvjfmKSVBhRyfNmhKVH2gujkFW8Sgk,G.D. 0,"Oct 7, 2024",Overrated crap. The worst is the atention it toke from so much beter movies. It is just an stupid movie.,,,
https://www.rottentomatoes.com/profiles/KXvhkDHQMF6xTGDI8lI94HkvS44Cl4czOFyWurxFggCLMiAJSxWi8aiwwCwoIDRsoaiO9iwwCeqhVAheYTj1h8YcAefZ0cQdFYWFQbInjcZP,https://www.rottentomatoes.com/profiles/KXvhkDHQMF6xTGDI8lI94HkvS44Cl4czOFyWurxFggCLMiAJSxWi8aiwwCwoIDRsoaiO9iwwCeqhVAheYTj1h8YcAefZ0cQdFYWFQbInjcZP,Bryhan Humberto G,"Sep 29, 2024","Sin duda alguna una de las mejores películas que pasará a la historia por su excelente historia,actores,giros de trama y calidad. No para de verla unas de mis películas favoritas. Maravillosa",,,
https://www.rottentomatoes.com/profiles/apBhrYhyBTKVIrKh9ehzmsWzU22C9PIkRIyqFOLIppCjnidzT2eT1KS44CLeCZjCgVIb9cKKCvrum2CbVIk9FM2IQofR6FzaIWwCLpFyMIW0,https://www.rottentomatoes.com/profiles/apBhrYhyBTKVIrKh9ehzmsWzU22C9PIkRIyqFOLIppCjnidzT2eT1KS44CLeCZjCgVIb9cKKCvrum2CbVIk9FM2IQofR6FzaIWwCLpFyMIW0,silver s,"Sep 27, 2024",This film is definitely one of if not my favorite movie of all time from the pacing to tom Hanks incredibly performance this movie is a life changer tackling heavy themes like the meaning of life and dealing with death. an absolute most see.,,,
https://www.rottentomatoes.com/profiles/aZdTrqIlacK8h6Kh9NszyuPmS22C9gfPYIyxfOwHppCjnidzT2vI16T44CLKtZjCgJfGgiKKCv1FZQfnVTkNcMeuPJuLwtzjTrYSLmcydilZ,https://www.rottentomatoes.com/profiles/aZdTrqIlacK8h6Kh9NszyuPmS22C9gfPYIyxfOwHppCjnidzT2vI16T44CLKtZjCgJfGgiKKCv1FZQfnVTkNcMeuPJuLwtzjTrYSLmcydilZ,Анастасия Ш,"Sep 22, 2024","Переоцененный голливудский фильм. Интересный только с режиссерской точки зрения: Форест рассказывает о своей жизни людям, ожидающим автобус. Мне понравилось начало фильма, где показа война и Бобо, а также переосмысление войны Форестом и его речь на антивоенном митинге Период американской истории, показанный в фильме больше интересен любителям истории. Но, с точки зрения не политического и не исторического фильма - смотреть интересно Философия про вечный бег, после слов Джени - меня не тронула, линия с ребенком Фореста меня не зацепила.",SHOW MORE,,
https://www.rottentomatoes.com/profiles/MlqtDnhKjIpghDeFdOIOBIjJSXXCNMuGOfJbTydFLLCVJi9mIMBUXKhQQCGWF6mujDTBGIZZCMZFAQi82fw6fzxuByc1kSlWumjcz1SjPhWY,https://www.rottentomatoes.com/profiles/MlqtDnhKjIpghDeFdOIOBIjJSXXCNMuGOfJbTydFLLCVJi9mIMBUXKhQQCGWF6mujDTBGIZZCMZFAQi82fw6fzxuByc1kSlWumjcz1SjPhWY,Fabrícia F,"Sep 21, 2024","Um retrato da vida de um homem simples em todas as suas fases. Do preconceito que sofreu na infância até a adolescência, da juventude experimentando o primeiro amor e os desafios no exército, até a vida adulta vivendo aventuras e dramas que influenciam eventos históricos da humanidade.",,,
https://www.rottentomatoes.com/profiles/PD8iqmFlacMwCB9F9bsLBf81HZZCOBHAeSgLsJyhaaClKiJqI4gCeaFBBC96ubMcgkSWdTqqCeduYahGVFv6TyjHYRclKsDvsrgfmDsGeFyl,https://www.rottentomatoes.com/profiles/PD8iqmFlacMwCB9F9bsLBf81HZZCOBHAeSgLsJyhaaClKiJqI4gCeaFBBC96ubMcgkSWdTqqCeduYahGVFv6TyjHYRclKsDvsrgfmDsGeFyl,Sendhuran N,"Sep 19, 2024",Beautiful. A movie to stand the test of time.,,,
https://www.rottentomatoes.com/profiles/GPdI09HKDse8H8ZH2kcMmIKpfeeCXJTLXIVYuLATRRCzRi18HkAIw2HllCxgFepINMIgdIYYCdYFwvHgQuvMTm1T9auQ2tZqhYxI8Dfv6CYJ,https://www.rottentomatoes.com/profiles/GPdI09HKDse8H8ZH2kcMmIKpfeeCXJTLXIVYuLATRRCzRi18HkAIw2HllCxgFepINMIgdIYYCdYFwvHgQuvMTm1T9auQ2tZqhYxI8Dfv6CYJ,Alec B,"Sep 15, 2024","Is it possible for a movie to be both overrated and unfairly maligned? On the one hand it's often little more than a saccharine boomer fantasy (its release fits neatly into the 30 year nostalgia cycle) but it is well made on a technical level and, even though it is truncated, Jenny's mostly bad vibes trip through the 50s-80s was the experience of a lot of people and its good the movie doesn't totally dismiss that reality.",SHOW MORE,,
https://www.rottentomatoes.com/profiles/r8LfOLTAWSG0fdMHQGtVRuYrUZZCrAtMxT6nfZgIGGCZQiPNiAGf9qhmmC4Nuw9CeKFWXTggCOGIYjcRaSqwimoIGQFbRc1jcO0tKjtxPFyv,https://www.rottentomatoes.com/profiles/r8LfOLTAWSG0fdMHQGtVRuYrUZZCrAtMxT6nfZgIGGCZQiPNiAGf9qhmmC4Nuw9CeKFWXTggCOGIYjcRaSqwimoIGQFbRc1jcO0tKjtxPFyv,Charlotte S,"Sep 14, 2024",Cinematic masterpiece.,,,
https://www.rottentomatoes.com/profiles/V1JHAXSqGFjmF2ySzdsX4SKjHooCygHk0uqyTKzueeC6vipOsBDurVibbCXnIG2HXJfDNiMMCnrSXMuoBCB9induRvfOZiqZuJKIwYckOFyl,,,"Sep 8, 2024",Muy bom Konomoul wow - baala,,,
https://www.rottentomatoes.com/profiles/zW8HqrcYpszJt6zIJyTWKfN4fmmC4JhoasWXFqZFqqCzNiK4T0gHJ1SvvCamuxNiN8SMmuAACQnhZ8HKPFxGiPMFXrum9TWKIgGiPqHLpImR,https://www.rottentomatoes.com/profiles/zW8HqrcYpszJt6zIJyTWKfN4fmmC4JhoasWXFqZFqqCzNiK4T0gHJ1SvvCamuxNiN8SMmuAACQnhZ8HKPFxGiPMFXrum9TWKIgGiPqHLpImR,Carlos T,"Sep 3, 2024","Filme: Forrest Gump: O Contador de Histórias Assistido: 1-9-24 Elenco: @tomhanks @robingwright @garysiniseofficial @thesallyfield @mykeltiwmson @hjosment Modelo: #aventura #romance Duração: 2h 22m Ano: 1994 Minha opinião: Depois deste filme, começou uma nova fase na vida de Hanks de Sucesso atrás de Sucesso e solidificando sua carreira Brilhante. A Espera de um Milagre, O Resgate do Soldade Ryan, Náufrago, O Terminal, O Código Da Vinci, Prenda-me se For Capaz, Elvis,.... Um filme Espetacular. O filme começa com Gump criança que usa armação para poder andar, considerado com QI abaixo da média, parece que tem autismo, quem sabe se o filme nos dias de hoje seria colocado. E com o inicio das aulas o único amigo(a) é Jenny (Wright) e pelos outros sofrendo bulling. E Jenny se torna seu amor platônico e real, do ínicio ao fim do filme. Onde em todo o filme ela segue seu caminho de loucura. Onde ela quando criança seu pai a molestava, assim crescendo com seus traumas. Mas ela foi a que incentivou Gump no inicio depois as coisas vão acontecendo em sua vida, como um tabuleiro de xadrez. Ela diz para Gump “CORRA” e com este comando ele entra no time de Futebol Americano e na faculdade. Até o dia que se alista no exercito, e la faz amizade com Benjamim (Mykelti) que conta as estoria dos camarões e chama para serem sócio, mas ele acaba morrendo. E Salva Tem. Dan da morte. Após isso ele começa a treinar tênis de mesa sozinho e acaba indo para China e vencendo representando os EUA. Ganhando medalhas do presidente, entrevista ao lado Lenon, até o dia que o exercito o dispensa. Gump vai atrás da promessa dos camarões. Mas nada da certo até o dia que vem o tem. Dan e eles acertam e se tornam milionários e ainda acionista da Maçã. Neste períodos ele encontra com Jenny, mas sempre acaba seguindo seu caminho Hipe, drogas, Rock Hall, até o dia que aparece na sua casa de Gump, que estava lá desde morte da sua mãe. Jenny vai embora novamente até o dia que retorna, mas com uma surpresa pois ela trouxe seu filho Forrest (Osment) e ela com uma doença terminal pela vida que levou. Até quando ela parte, e Gump vive com seu filho que relembra da sua infância. Uma interpretação impecável de Hanks, de Robin Wright, Gary Sinise, Mykelti. Um elenco que teve muita sinergia. Roteiro e enredo Parabéns, como algo fora do comum, que digo da estoria, se torna um sucesso. Vale apena assistir? Com certeza Nota: 10",SHOW MORE,,
