review,Titre
"Kubrick consegue extrair o máximo de seus atores - e o resultado, aliado ao belo design de produção e à mais uma grande direção dele, é excelente, num dos grandes filmes contra a guerra em si, usando como cenário a Guerra do Vietnam.",fullmetaljacket
"""Full Metal Jacket"" doesn't cover anything new for Vietnam War films, but is just as raw, vivid, and engrossing as past additions to the genre.",fullmetaljacket
"By 1987, numerous Vietnam films have arrived to the silver screen, the most notable example being Coppola´s ""Apocalypse Now"", ""The Deer Hunter"", and Stone´s ""Platoon"". So what could Kubrick offer? The answer: The polarizing ""two films in one"" movie ""Full Metal Jacket"". We follow the training and service of some young men who are eager to ""fight the good fight"" in Vietnam. Out of all the short list of Stanley Kubrick films, this is the film that I consider the most peculiar and experimental as I find the choices Kubrick made bizarre but extremely fascinating. ""Full Metal Jacket"" is this intriguing version of the Vietnam War that has solid acting with the best being R. Lee Ermey in an iconic role and Vincent D´Onofrio; the dialog is extremely sharp edge and vulgar but surprisingly is hilarious at times and mostly memorable, Kubrick´s most distinctive use of music as they are widely popular songs or highly irrelevant to the war setting, an uneven pacing that at times takes you out of the experience but at others it flawlessly works as it literally throws you into the scene, the cinematography is as gorgeous as most Kubrick films, a distant and omnipresent storytelling that creates this cynical style, the themes are executed extremely effectively, some of the visuals are haunting and realistic, and Kubrick provides his most experimental directing as most of the time it is fast and feels like the whole film is a montage. The biggest criticisms the film are that the first half is incredible but the second is dull and forgettable, of course the most iconic and memorable section is the first half and while the second half never reaches that level of quality it also has some memorable moments, particularly the climax of the film. The other criticism is the overall feel of the film (some Vietnam vets consider it extremely accurate but others consider it a fantasy take of the war) because it is not like other Vietnam films where they are set in a jungle and have more moral dilemmas; it is an odd way to present war but I believe that the film is not about Vietnam but about war in generally due to its dehumanization themes (actually the visuals are more reminiscent of urban warfare and the War on Terror, which is scary considering this is a film from the 80´s). ""Full Metal Jacket"" is an experimental take of the Vietnam War that feels like two great movies smashed together via montage. While it is by no means one of the Kubrick´s greatest, it is not one of the weakest. It is funny, haunting, heavy on themes, and the most interesting Kubrick film (directing wise).",fullmetaljacket
"An excellent war film that is basically two stories. First half deals with some very intense and at times humorous depictions of the training, while the second half is dark and full of war time scenes. Full Metal Jacket covers a very interesting perspective of the military",fullmetaljacket
"Dark, disturbing and intense. I was not watching movie. In the first 45 minutes of the movie, I was in the recruit training with the soldiers. The performance is astonishing. The insults are damn hysterical. I love them so much. Overall, Full Metal Jacket is a well-made war film.",fullmetaljacket
"During a relentless boot camp followed by a few tense scenes in Vietnam, we watch a handful of soldiers try to cope and stay upbeat through some pretty dark experiences.",fullmetaljacket
The sudden transition from basic training to real combat is a welcome change to the war movie narrative. Typically great direction and camera work. R. Lee Ermey steals the show with his legendary improv.,fullmetaljacket
"Stanley Kubrick dark humour and coherent storytelling, brilliantly depicted the ""war is hell"" genre that felt more like a documentary than a fictional-style film. Full Metal Jacket is about a group of soldiers who turn into killers in marine training, and are then sent off to the Vietnam War. Though it is predictable, the message is compelling, intense and uneasy to watch.",fullmetaljacket
"While I personally prefer Apocalypse Now, Stanley Kubrick's Full Metal Jacket still has cinematography and dialogue that rival Coppola's film, and the film is still very well acted across all fronts. The war scenes were excellent. Full Metal Jacket is probably my second favorite war film now. Verdict: A+",fullmetaljacket
"Eye catching and outstanding performance from R Lee Ermey. Some human close up shots remind you of the Shining, may be that's Kubrick's favorite way to show the devil within.",fullmetaljacket
"to the 6% of you who didn't like this film I ask to explain why 6% replies, ""sir I..."" ""sir what? were you about to call me an asshole?!""",fullmetaljacket
"While not Stanley Kubrick's strongest work, Full Metal Jacket is an intense, darkly humorous, and deeply profound investigation on the Vietnam War through the eyes of a pair of Marine volunteers",fullmetaljacket
"It's really too bad that the second section of the film doesn't contain as driving a plot as the first section. I enjoyed seeing the themes from one flow into the other, but the films progression slows down to almost a standstill. Still a brilliant work by Kubrick, but it could have been improved.",fullmetaljacket
"Me so horny. Me so horny. Me love you long time. We follow Private Joker through an intense boot camp where one recruit struggles to meet the requirements. Joker takes on a military profession as a journalist where he interviews soldiers and sees limited live action; however, we may see Joker report under live fire when a surprise attack hits the Americans hard. ""What is your major malfunction, numb-nuts? Didn't mommy and daddy show you enough affection as a child?"" Stanley Kubrick, director of A Clockwork Orange, The Shining, 2001: A Space Odyssey, Eyes Wide Shut, Barry Lyndon, and the Killing, delivers Full Metal Jacket. The storyline for this is so well written and the dialogue and intensity is perfect. The action scenes are well done but it is the interactions between characters that make this film work. The cast delivers awesome performances and includes Matthew Modine, Adam Baldwin, Arliss Howard, and John Terry. ""Here you are, all equally worthless."" I swore I had written a review for this already, but when I saw it wasn't on here I grabbed it off HBOGO. This is an all time classic and my favorite military genre film. The boot camp scenes were so good and well done. I adore just about everything about this film and it is a must see. ""Sound off like you have a pair!"" Grade: A+",fullmetaljacket
"Even though Full Metal Jacket was made in 1987, Director Stanley Kubrick had already been around for a long time--for example, he's known for filming the largely satirical Dr. Strangelove in the early 60s. His filming ingenuity only got better as time went on, and Full Metal Jacket is proof of this fact. In this movie, Kubrick relied heavily on a soundtrack to tell the narrative through the technique of satire. I believe that this soundtrack is used to establish an ironical relationship between the audience and the characters in the movie. In other words, Kubrick uses the soundtrack as an ironic plot device. For example, the choice to use ""The Chapel of Love"" while the men are at war serves to either make fun of or emphasize the desperate attitudes of some of the soldiers experiencing post-traumatic stress. In other words, the movie indirectly makes fun of steadfast patriotism when war instead really promises mental insanity.",fullmetaljacket
I have heard from several Vietnam war vets that this is the most accurate of all films that cover the war. Chronicles the journey of one young man from boot camp through the war and does so in very uncomfortable fashion. A true classic by the impeccable Stanley Kubrick.,fullmetaljacket
"So beautiful. Funny at parts. If every director were like Kubrick, people would love movies more. This work of art is about the war in Vietnam and the training that marines have to endure. Training involves physical abuse, as well as mental when Sgt. Hartman humiliates and teaches his future marines to master their guns and build a disregard for human life in the battle. The movie is not only quotable, but it is THE war film. If you still think that war is collecting coins after you shoot people on a battleground, watch this and get proven wrong. Seriously, though. Watch this. And we'll talk about it.",fullmetaljacket
"THIS CLASSIC 1987 WAR FILM IS NOW A COMPANION-PIECE TO ""AMERICAN SNIPER"" (2014). STANLEY KUBRICK'S HARROWING MASTERPIECE EXPOSES THE DANGERS OF BASIC TRAINING. SOLDIERS CAN GO THROUGH HELL...BEFORE THEY REACH THE WAR ZONE.",fullmetaljacket
Watched it for the first time at the Kubrick retrospective at the Lightbox. It stands up really well to time. The filmmaking is still innovative. The themes many. The characters reflective and real. You could probably swap out Vietnam for the Afghanistan or Iraq and not skip a beat.,fullmetaljacket
"One of Kubrick's best films. A very intense and some times dark plot that sets it apart from many of the Vietnam War films of the day. One of the best looks at boot- camp in a film. Stellar performances from Matthew Modine, Vincent D'Onofrio and R. Lee Ermey.",fullmetaljacket
"Excellent excellent movie portraying the ways of war. With the Vietnamese girl getting raped and killed, that was the darkest part of the movie for me. Not to mention behavior unbecoming of a soldier and breaking the rules of war. I could watch this movie over and over again. Love it!!!!!",fullmetaljacket
"One of the greatest wars film for it's time. With a great performance by R. Lee Ermey, memorable lines, and a great story. The first half is worth the price of admission alone. Full Metal Jacket gets the final prop rating of 5 Jelly Doughnuts.",fullmetaljacket
"Of all Kubrick's films I have to admit this being probably my least favorite. I'm not sure exactly why, perhaps it's the subject matter, but it just didn't have the same impact on me as most of his other movies. It's an accomplished piece of film-making, that almost goes without saying of course, and R Lee Ermey's performance is outstanding, but overall I wasn't as engaged, and felt unable to get too emotionally involved with any of the characters. Because it's a Kubrick picture I must admit I almost felt slight guilt, like it was a failing on my part, perhaps I was missing something? His films do tend to grow on you, so another viewing might be in order at some point, and maybe then I'll be swayed. 6/10",fullmetaljacket
"Stanley Kubrick's return after a seven year hiatus, is this excellent war drama which follows raw recruits of volunteers in the US marine corps. The film is structured into two distinct sections, the first showing their training by a hard as nails Sgt., before plunging our characters right in the middle of the Vietnam war. Excellently written, produced & directed Kubrick doesn't disappoint in entertaing his audience. The film also features great performances from its then largely unknown cast.",fullmetaljacket
"It's not quite on the level of Kubrick's absolute best, but the messages it has about war and some of the performances throughout are good enough to make you sit up and watch. Full review later.",fullmetaljacket
"This Vietnam war film has a flawless first-half. The scenes at the boot camp are classic and hilarious. The second half drops off a bit, but the film is still brilliant overall. One of Kubrick's best films for sure.",fullmetaljacket
"Dark humor, sharp dialogue and R. Lee Ermey's terrifyingly excellent performance. Full Metal Jacket is a gripping portrayal of the dehumanization and transformation of the US soldier in the midst of the Vietnam War. Kubrick's tactical direction and nasty-good production on this film is one of his best. 5/5",fullmetaljacket
"Review In A Nutshell: When we think of war, the images that come to our head are the smoke that slowly breathes out of a fired rifle, the red blood that stains the green uniform, the flash of an exploding grenade; these are dark images that fill the puzzle of war's brutality and horror, but what these images do not show is the horrors that lurk underneath; the human spirit fractured in order to fulfil their duty as soldiers. Stanley Kubrick's Full Metal Jacket stands along with films like Apocalypse Now, The Thin Red Line, and Paths of Glory where war is seen through the eyes of the soldiers and how their experiences have affected them internally; the unseen soul. The film begins with the sight of men sitting down and having their hair shaved completely off with faces of both sadness and uncertainty. It is the U.S. Marine's first step in attempting to take what is most precious of them, their identities. It is the idea that each and every one of these soldiers will be identical fighting machines, despite the drill instructor denying this, to strip them completely of what they were and instil a new perspective on yourself, your brothers, and your enemies. The film then takes us to the intimidating introduction of their drill instructor, Sergeant Hartman, a man who response only to sheer volume and intensity, constantly searching for flaws and anomalies in the soldiers' systems and destroying them little by little. This is also where we get to see these soldiers further lose themselves, through the replacement of their names with nicknames that are far from who they really are, aside from maybe Joker, whom which probably impressed the Sergeant despite his disrespect. During this introduction is also the time where the audience is formally introduced to Leonard Lawrence, who is better known in the camp as Gomer Pyle, as a connection to his inherent dimwittedness and innocence; he becomes the Sergeant immediate target because he knows Gomes Pyle is not right for the corps but since he is already present and unlikely to quit, he has to do the best he can to push him to his highest limits. Gomer Pyle's journey through the training is one of the most terrifying experiences I have ever seen, showing how a fresh young face could fall so low in human spirit; a soul that has suffered psychological and emotional torment, betrayal from his once loyal and respected brothers, having to endure demanding and straining physical training, it all adds up in shaping what he would ultimately become, a soulless monster. The end of this half delivered one of the most gasping moments of the entire film, the bathroom massacre. A slow moving Joker flashes his light on Gomer Pyle, revealing him in possession of a live cartridge that is then locked and loaded into his rifle. It is clear that the training he has endured has pushed him too far, deprived of happiness and consciousness, knowing only his duty as a marine corps, to kill. It is the horrifying image of his wicked stare that shivers the audience's bones, not the loaded rifle itself; it is the idea that he has gone too far to find salvation, and it was only in the sound of his once precious name that a glimmer came to his eye and decides to end himself once and for all, sparing Joker's life. It is a moment that stays with you long after the film ends, reminding you of the many Gopher Pyles out there walking and causing pain to those undeserving of it. The second half of the film then turns to the big stage, Vietnam and the war that deeply affected everyone that took part in it. It still follows in the eyes of Joker who works as a correspondent for an American newspaper, Stars and Stripes, which aimed to report news, boost soldier morale, and sway the minds of those unconvinced of America's involvement in the war; it is an element that Kubrick only covers minimally, but hearing it spoke volumes to me; displaying more of what the war really is, without having to actually show it. It would have been fantastic if Kubrick further covered it. After a suicide squad attempting to infiltrate their base, Joker was assigned to the ""shit"" with his photographer Rafterman, and from there we experience the true nature of soldier warfare; the unpredictability, the paranoia, the destruction that surrounds them, all coming to together to slowly destroy the innocent mind of our protagonist; a person who had a sense of balance, surviving the war with killing in his head, ""Born to Kill"", and forgiveness in his heart, the peace symbol, retaining that part of himself that keeps him sane. The film subtly throughout this half, question the true agenda of the soldier's stay in Vietnam, told from the perspective of the soldiers themselves through documentary-like interviews that show honest and thoughtful responses. The film then leads to a gripping climax of a sniper picking off their platoon, one by one. It is a tense situation that ends with harrowing imagery. It is revealed that the sniper is just a young girl, and through this Kubrick scares us with the idea that children were raised and trained in order to fight for their causes, youth losing its innocence far too early, wanting her life to end rather than ask for medical attention; it is a frightening scene that shows just how damaged our world is. Ending the film, is a slightly touching scene of soldiers marching in the night, singing out loud a song from their beloved childhood; holding tight a piece of themselves in order to get through god-awful war. Full Metal Jacket may not be the most obvious film in regards to Kubrick's sense of visual and audible flair, but the film's grounded visual take on the war is meaningful and terrifying. During the film's first half, it captures the uniform and tightness of military training, a zone where anarchy and natural movements are absent. During interior scenes, we get a layer of darkness that connects with the gradual loss of the souls of its subjects, coming off more like a mental asylum rather than a barrack; very few films could capture this without becoming too stylish in its imagery. The second half of the film opens up with a larger canvas, displaying the destructive conditions of the war; with sights of crumbling buildings, flaming interiors, and abundance of dirt. The film still manages to be a spectacle without forgetting the film's most important subjects, the characters. The second half spends a fair amount of time with the camera closer to the ground, along the feet of the soldiers, like as if we were trying to take cover from enemy fire, a paranoia of having our heads stand too high; it maintains a sense of uneasiness that correlates with the emotions of its characters. Kubrick almost strips the whole film with vibrant colours, keeping the film feeling deathly and soul crushing; pushing dark greens and dusty browns, the colours that immediately bring to mind the conditions of war. The haunting score by Vivian Kubrick, under the alias of Abigail Mead, dominates the film's scenes through generating dark and atmospheric emotions that elevate the film's themes and tension; just listen to the rumbling seedy tones during the bathroom massacre. The same goes for the sniper sequence, with music that crawls under our skin and feeds dark and fracturing emotions. The combination of Kubrick's score and Americana soundtrack gave the film that sense of balance and flavour, coming off as different from the other films that cover the same ground; it never tries to over-dramatize its scenes, instead the score reaches for the darker depths of the film's characters without drama elevation, while the soundtracks are present to create a hilarious satire of America's presence in the war. Matthew Modine is the film's protagonist, Private Joker, but I felt his performance was a bit underwhelming as compared to others that have led in a Kubrick film; the writing certainly makes his role feel interesting but his performance rarely ever elevates it. The shining star in this film is an actor who only appears during the first half of the film, and that is Vincent D'Onofrio playing as Gomer Pyle; a transformational performance that captures the essence of his character perfectly. Full Metal Jacket is an example of a war film attempting to be more than what it plainly is; it showcases the inherent nature of war and its effects on the human mind and soul. It tells a story that is not restricted by a conventional three act approach, and it features a stand out performance from D'Onofrio as the lovable turned deadly, Gomer Pyle. I think I'm going to love this film for a long time.",fullmetaljacket
"Out-freaking-standing Vietnam war film! Just can't wait to go back home & watch another one of Kubrick's work, the 2001: Space Odyssey. Interstellar is said to be the 21st Century version of that old Sci-Fi Classic. Tis' among the best war films that I've seen thus far. My list of the finest includes Saving Private Ryan, Born On The Fourth of July, The Hurt Locker & Black Hawk Down.",fullmetaljacket
"The way the story was told was quite odd to me; done in only two acts? Odd, something the a-hole nit-picky side of me could'nt help but notice. But aside from that, this movie has a morbid and dehumanizing humor to it as many other reviewers here have stated.",fullmetaljacket
"Absolutely brilliant war film with amazing scenery, only bad thing is that it went too quickly, I would have liked the film to be a bit longer to add a bit more to the story. A classic though, no doubt about that!",fullmetaljacket
"Kubrick is a genius, Well the intention was clear. Full metal jacket was extremely Intense and darkly funny at times. It gives a time to think about how pointless these wars are. One of the best war films ever made.",fullmetaljacket
"Well constructed, thrilling, surprisingly comedic, and abruptly violent. Stanley Kubrick weaves another tightly knitted film that is as affecting as it is gripping. Grade: A-",fullmetaljacket
"Tough call; a thoroughly enjoyable and well crafted film, if not a little familiar. The thing is, Kubrick doesn't succeed in developing any characters. Yes, the point is they are trained to be machines, but we never connected to their pre-machine selves. It's really tough to care about any death when you don't feel for anyone. I love both acts, but they don't play off of each other well enough. Still one of the best nam films.",fullmetaljacket
"Let me say, the first forty five minutes of this film, is some of my favorite bits of film in history. Cutting there and it would have been the absolute best short film ever made. Then the second half happens. Now it's not bad, the last ten minutes are just as griping as the first forty five, but I have never been too invested in the bits between then. I still completely recommend this film to anyone who loves films and filmmaking, but that little bit is enough to keep me from giving it a higher place up there in the pantheon of cinema.",fullmetaljacket
"Director Stanley Kubrick done some nice explorations in his projects. He'd explored space with systematic corruption and boredom, and the insane, hysteric horror of a human mind and condition. Both of those are his 3.5-star masterpieces. His best work belongs to the battlefield of the war genre. In that field he'd explored the consequences of stopping yourself from following commands and get framed and shot for cowering, and the satiric reason why we need to learn to ""stop worrying and love the bomb."" Now before his final project of ""Eyes Wide Shut,"" he returned to the battlefield one more time to add another the story to the chronicles of the Vietnam War, and it'd resulted to be his best masterpiece. ""Full Metal Jacket"" explores the process of a new recruit entering from boot camp to the battlefields in the U.S. Marine Corps. The first 20 minutes were the recruits' training period. It was a masterful exposition with the cast only saying things that are around under the category of ""Sir, yes sir!"" to R. Lee Ermey's not-so fictional character when he was a drill instructor at that time the film takes place. He stands out and shines the most out of the cast when his performance is so good that it's probably the best of the film. He was also expressing a theme with a message to be analyzed and he had Vincent D'Onofrio as his volunteer to help out that message to the unfortunate outcome: D'Onofrio's character was mirroring a bit of how Jack Nicholson's character gone through in ""The Shining,"" but by the subject of the expressed theme of hypocrite bullying. Now for the main story that'd took the next 93 minutes was the main setting: fighting in the war on tour. Matthew Modine's character James Davis is the story's narrator going over how haunting and violent the Vietnam War can from what he'd experienced from commander of the recruits with a thirst to see combat to ""later becomes an independent-minded combat correspondent."" We'll be soon get in combat side-by-side with his old comrades from Sergeant Hartman's (R. Lee Ermey) boot camp, when he's nicknamed the Joker - representing some of the film's occasional light-hearted humor. The way how Davis's experiences in the war were constructed in the film was nicely done as usual in the war genre. The effects of combat, including the power and energy from the actors pretending/acting like they're in the war, and the performances are what a war flick reload to keep the power going. ""Full Metal Jacket"" is a nice addition to the Vietnam War chronicles with the usual qualities at their efforts to match the pounding of a war's battlefield, making this war drama Kubrick's best masterful work in exploring more in the process of serving a war while at the same time rarely reminiscing few of his past explorations, with stuff to express. (B+)",fullmetaljacket
"Skv?lé vále?né drama. Dva p?íb?hy, jeden z výcviku, druhý z akce vietnamské války. Syrov? podané, i kdy na za?átku jsem m?l pocit, e to snad bude komedie. Kubrick umí.",fullmetaljacket
"It is excellently filmed and superbly crafted technically, but the deliberate narrative shift in the middle is jarring and gives a horribly overbearing feeling of disjointedness to the film. That said the first 45 minutes or so contain some of the most powerful psycho-analytical scenes ever committed to celluloid.",fullmetaljacket
"It's first half is definitely stronger than its second half, Kubrick clearly a bit out of his element filming combat zones encumbered by some awkward dialogue, but the entire film is a remarkably effective indictment of the Vietnam War and the destruction of youth by the U.S. military industrial complex. The hoo-rah Marine Corps mystique comes under fire in particular, with a stunning analysis of the mental and emotional breakdown of recruits at Paris Island, with some harrowing twists and turns (fired by a remarkable depiction of drill sergeants). The Vietnam act suffers from Kubrick's obvious struggle in effectively filming combat zones and firefights, but his narrative is constructed so well in its bleakness and despair that it doesn't matter too much. Juxtaposition of period rock music is unsettling as well. An excellent example of an anti-war-film-film, it may not quite reach the heights of ""The Thin Red Line"" in deconstruction of the genre, but it doesn't fall short by that much. Necessary viewing for those who seriously want to consider the dehumanizing nature of war.",fullmetaljacket
Really really great. The acting was impressive along with the storyline. And the perfect amount of humor lined in this drama. Plus the music was unreal a great add on.,fullmetaljacket
"My full opinion: Full Metal Jacket is a violent, but darkly comic war movie, that features one of my favorite screenplay, outrageous performances, and of course, an amazing storytelling. 9.9/10",fullmetaljacket
"Full Metal Jacket is undoubtedly the finest war film I have ever seen. Startlingly authentic and deeply intimate, the film is carried by a sharp screenplay, spectacular direction and some bravoes performances. The first 45 minutes - the story of Staff Sergeant Hartman and Private Pyle (both played to Oscar-worthy glory by Ermey and D'Onofrio) - is a flawless masterpiece. Kubrick's direction is masterful, and there are moments in this film that I can point to to say ""greatest director of all time.""",fullmetaljacket
"One of the greatest film on Vietnam war, standing next to one and only Coppola's Apocalypse Now. You cant define these type of films in just few words. Each and every details have lot to speak for themselves. Its a never-to-be-told experience.",fullmetaljacket
"Near perfect war movie. Might be my favourite war movie it's right up there with the likes of platoon and other greats. Ermey is great as the sergeant and the first half of the movie is perfect. The second half drops a bit in quality, but the action scenes were good. The improvisation was great at the beginning and Stanley Kubrick makes the film look great. It definitely looks and feels like a Kubrick film to me. Well worth a watch.",fullmetaljacket
"The brutality & senselessness of war is brilliantly beautiful shown thru the eyes of the masterful Kubrick. This film is chock full of memorable & colorful obscenities which adds levity to the slow dehumanization of boys becoming marines. But war is not a game, as these boys tragically discover. War is Hell indeed.",fullmetaljacket
"Tighter than ""Eyes Wide Shut"", Stanley Kubrick's ""Full Metal Jacket"" is an almost impeccable war movie, highlighting the intense brutality and nearly emotionless action that goes into the training of Marines going into Vietnam. The movie is very difficult to watch, so entertaining it is not. But important? I'd say so. Though moments tend to drag here and there, Kubrick contributes his signature vision to the film that exists in all of his work and differentiates him as one of the greats. The acting is fine here as well, most notably that of R. Lee Ermey as the drill sergeant from Hell and Vincent D'Onofrio as the Marine trainee who undergoes a seriously frightening mental breakdown (the bathroom scene is impossible to forget).",fullmetaljacket
"Kubrick always had a cold detachment. Whether it be focusing on the exploitation of soldiers from their peers in ""Paths of Glory"" or laughing to the nuclear gallows with ""Dr. Strangelove,"" it was obvious that Kubrick preferred cynicism over warmth. 'Full Metal Jacket' most certainly follows Kubrick's cynical perception, a movie that reflects the Marine Corps deconstruction of the human being to become a natural born killer. Thematically, Kubrick's anti-war message is one that has been told time and time again. However, and with the help of the hilarious Sergeant Hartman (Ermey) - a character that continually shouts disgusting simile's and metaphors that creates an enjoyable balance of dark humour - Kubrick's deliverance of this recycled message is undeniably riveting. Besides Ermey's performance, Kubrick's ability as craftsman most certainly elevates the somewhat tiresome material. Not only is the direction spot on but also the meticulous touches to the lighting and music that contribute to overall harrowing affect (especially during the sequence where Pyle commits suicide; the lighting, the direction and music all combine perfectly to reflect the descent into violent madness). However, while these themes are portrayed with power, there are times where you feel Kubrick is being too cynical or simply too simplistic. Surely all Marine Corps are not systematic to point that there is no room for some gesture of humour or characterization? I know Kubrick is representing the deconstruction of humane qualities contributed from war, but such a focus makes the story at times rather dull (this is quite noticeable in the second half with the spark of the Ermey missing and the audience are left with a group of uninteresting cold-blooded killing machines). Besides these shortcomings in the second half, Kubrick's direction of Nam's battlefields are once again riveting. Revisiting the tracking shots he adopted in 'Paths of Glory,' Kubrick places the camera in a position so the audience are invited into the films battle depictions against the backdrop of the beautiful destructive scenery. Rather than giving the audience the benefit of an omnipresent vision, Kubrick situates the audience in the soldiers position which creates a realistic feel that many war films seem to lack. Fundamentally, while Kubrick's vision at times is too cynical, ""Full Metal Jacket"" features a great amount of enjoyable black humour and a craftsman at the top of his game.",fullmetaljacket
"An awesome badass movie with unforgettably great acting from R. Lee Ermey and classic memorable quotes. This was interesting to watch as I compared it to Born on the Fourth of July and Apocalypse Now as those films involved with the same war. I loved the different direction that Stanley Kubrick chose to make this film. All in all, I loved it, it was fun, exciting, and really not boring at all. Watch this film soon. FRESH",fullmetaljacket
"Well, I hate to admit it, but this film just convinces me that I'm NOT a Stanley Kubrick fan. There's a huge list of films of his that I didn't like,including ""Eyes Wide Shut"", ""The Shinning"", ""2001"" and ""A Clockwork Orange"", just to name a few. For me they were all snore fests as is ""Full Metal Jacket"". Granted it has great performances, but that just doesn't cut it for me.",fullmetaljacket
"The movie does a good job at showing the horrors of war by stripping it down to the core and stripping away some of the characters humanity. The movie fun to watch, funny dark and thought provoking and no one else could've made this movie any better.",fullmetaljacket
"Stanley Kubrick knows well how to satisfy both critics and audience, and after a seven-year hiatus, he delivers a marvelous picture about the different aspects of war.",fullmetaljacket
"Darkly comic, nihilistic, Violent. Full Metal Jacket is a war film that shows the darker side of war. That some soldiers get a thrill from killing another human being. It's easily the most nihilistic war film ever made, and made by none other then the legend Stanley Kubrick.",fullmetaljacket
"Although I've seen a lot of war movies, its not a genre I enjoy watching. However , Stanley Kubrick's Full Metal Jacket is certainly one of my fav. war movies along with The Hurt Locker and probably The Pianist. What all these movies have in common is that, although they show a broad perspective of war, they have memorable characters who really bring emotions to this movie. But even setting these aside, Full Metal Jacket never really starts from a war perspective. It starts with the scrutinizing life under a drill sergeant(incredible performance by R. Lee Ermey) and slowly eases into the war scene. However even during war, the scenes slowly eases into the heart of the war. The cinematography is beautiful and if you notice, most of the shots have been taken during the golden hour where the best lighting for films are possible. This style really contrasts with the themes in the film which really brings up new emotions under this genre. Its something which only someone like Kubrick could bring about. The acting was also filled with great performances unlike the normal forgettable war film faces. Especially the first 45mins were absolutely remarkable.",fullmetaljacket
"Second only to Coppola's masterful ""Apocalypse Now"", Kubrick's examination of the Vietnam war chronicals the lifespan of a killer manufactured by a government and an army that, under all its swagger and bravado and iconography, is simply engaged in a systemic indoctrination of human beings into the cult of death, blind patriotism, brutality, violence, and horror resulting in inhuman insanity to protect its own interests. The fact that it's hilarious is just icing on the cake.",fullmetaljacket
"Full Metal Jacket is a simple film. Easy to follow with no heavy narrative involved, this Kubrick war drama opens your eyes to what war is really like. The film is separated into two acts. The first act shows the U.S. Marines going through boot camp with an amazing ad-libbed performance by R. Lee Ermey that has to be seen to be believed. Following the shocking conclusion to this part, you are taken into battle with Pvt. 'Joker' Davis, played here well by Matthew Modine. There is no real major story featured. It simply shows you what a normal (and bloody) day these men went through during the Vietnam war. This is what makes it enjoyable. With nothing to try and work out, you can simply sit back and enjoy it. What also adds to the experience is the recreation of the Vietnam war zone. Surprisingly filmed completely in England, so much work has been put into making it look perfect that you would actually wonder at times if they shipped their actors out to Vietnam. A good cast, a good soundtrack and a fun time makes this a film worth watching.",fullmetaljacket
"""THE VIETNAM WAR"" - 'Full Metal Jacket' is a 1987 war film directed and produced by Stanley Kubrick (The Shining, Eyes Wide Shut). The film is based on the novel 'The Short Timers' by Gustaph Hasford and portraits the training and actual combat action of some young marines during the Vietnam War. Kubrick is a master in storytelling by showing hard facts mixed with well-chosen music. A couple of scenes will be glued to your memory. This 'Full Metal Jacket' is a must-see classic. Starring Matthew Modine (The Transporter 2, Weeds), Adam Baldwin (Predator 2, Independence Day), Vincint D'Onofrio (Men in Black, The Cell) and R. Lee Ermey (The Texas Chainsaw remakes, Willard). 1967, Senior Drill Instructor Gunnery Sergeant Hartman (Ermey) trains a load of U.S. Marine Corps recruits in their boot camp. His iron fist will discipline the boys. One of them is James Davis (Modine), who is given the nickname 'Joker'. He dares to take a stand and considered to be in charge of his fellow recruits. Another is the clumsy overweight Leonard Lawrence (D'Onofrio) who earns the nickname 'Gomer Pyle'. He suffers the most from Hartman's boot camp training. With some help from 'Joker', he does seem to improve. But when Hartman discovers that 'Gomer Pyle' has stashed away a jelly doughnut: the whole squad is punished for his deeds... The following year, 'Joker' has become a war correspondent at the Vietnam War. When the Tet Offensive kicks in, he joins a platoon of Marines on a deadly mission. There he sees one of his of boot camp mates and meets machine gunner 'Animal Mother' (Baldwin). Will they live to tell the tale?",fullmetaljacket
"First 45 minutes was war movie gold. The drill sergeant was one of my favorite war movie characters ever. After that it was mediocre, still loved the movie though",fullmetaljacket
"Full Metal Jacket almost feels like two small films put together. Many claim that its post-boot-camp section is not as effective as the former. Although this is true, the second half also carries a lot of weight, and the ending is very impressive.",fullmetaljacket
"If it weren't for R. Lee Ermey's role, I might never have given this film much of a chance, regardless of the esteemed director navigating it.",fullmetaljacket
"22/30 Full Metal Jacket begins within brilliance and ends on nothing - or rather a cliché, which is worse than nothing. Or perhaps I'm getting a bit too cynical about war film. Still, it has some merits.",fullmetaljacket
"It's hardcore violent, hillarious in the darkest way, and features talented actors. Full Metal Jacket is split into two amazing segments, and has incredibly menacing characters, and intense action sequences. Full Metal Jacket is one of the great war movies, and Kubrick's fine direction sums it all up.",fullmetaljacket
"War movies there are many. But Kubrick obviously stands out as one of the best as it offers a fairly harsh, soulful and critical movie that revolves around soldiers and the vietnam war. The movie is filled with great commentary about war and the military and every scene feels carefully created and skilfully written and directed thanks to Kubricks nearly endless experience in the industry.",fullmetaljacket
"75% Saw this on 18/04/2014 Actually after watching this film, I wondered why the people call it such a tremendous movie. I don't mean that it's bad, it's all right, but not any different from any of the other usual war films. The first half is good with some fine acting and drama, but the character development is poor. The second half is mostly tiring and the climax is not bad, but not as good as the first half. The slow motion scenes are good.",fullmetaljacket
"The first half of the movie is a gripping tale, from the time the boys join the training till Lawrence killing the Sgt. Hartman. The rest is a usual war movie drama with interesting characters and rampant killings.",fullmetaljacket
